aid,type,url,gender
Pete Fatovich,crew,/Crew/?PeFa,male
Miles Davis,guest,/Guests/?508,male
Marcus Miller,crew,/Crew/?MaMi,male
Michael O'Donoghue,cast,/Cast/?MiOD,male
Denny Dillon,cast,/Cast/?DeDi,male
Gail Matthius,cast,/Cast/?GaMa,female
Jr. Walker & The All Stars,guest,/Guests/?495,unknown
Ann Risley,cast,/Cast/?AnRi,female
Charles Rocket,cast,/Cast/?CaRo,male
Matthew Laurance,cast,/Cast/?MaLa,male
Delbert McClinton,guest,/Guests/?492,male
Bonnie Bramlett,guest,/Guests/?493,female
Mark King,guest,/Guests/?494,male
Karen Roston,crew,/Crew/?KaRo,female
Patrick Weathers,cast,/Cast/?PaWe,male
Charlene Tilton,guest,/Guests/?486,female
Todd Rundgren,guest,/Guests/?487,male
Deborah Harry,guest,/Guests/?480,female
Clem Burke,guest,/Guests/?482,male
Funky 4 + 1 More,guest,/Guests/?481,unknown
Sally Kellerman,guest,/Guests/?476,female
Jimmy Cliff,guest,/Guests/?477,male
Jim Fowler,guest,/Guests/?478,male
Robert Hays,guest,/Guests/?471,male
Michael Nesmith,guest,/Guests/?475,male
Harry Osborne,guest,/Guests/?474,male
"Joe ""King"" Carrasco & The Crowns",guest,/Guests/?472,male
Karen Black,guest,/Guests/?468,female
Cheap Trick,guest,/Guests/?469,unknown
Stanley Clarke Trio,guest,/Guests/?470,male
Ray Sharkey,guest,/Guests/?466,male
Elliott Randall,crew,/Crew/?ElRa,male
Jack Bruce & Friends,guest,/Guests/?467,male
David Carradine,guest,/Guests/?460,male
George Rose,guest,/Guests/?462,male
Rex Smith,guest,/Guests/?463,male
"The cast of ""The Pirates of Penzance""",guest,/Guests/?464,female
Mitchell Kriegman,crew,/Crew/?MiKr,male
Mitchell Laurance,crew,/Crew/?MiLa,male
James Brown,guest,/Guests/?456,male
William Duff-Griffin,guest,/Guests/?459,male
Ellen Shipley,guest,/Guests/?457,female
Ellen Burstyn,guest,/Guests/?451,female
David Sanborn,crew,/Crew/?DaSa,male
Keith Sykes,guest,/Guests/?453,male
Malcolm McDowell,guest,/Guests/?449,male
Captain Beefheart & The Magic Band,guest,/Guests/?450,unknown
Kid Creole & The Coconuts,guest,/Guests/?448,unknown
Buck Henry,guest,/Guests/?443,male
Matt Neuman,crew,/Crew/?MaNe,male
Walter Williams,crew,/Crew/?WaWi,male
Peter Aykroyd,cast,/Cast/?PeAy,male
Jane Curtin,cast,/Cast/?JaCu,female
Tom Gammill,crew,/Crew/?ToGa,male
Laraine Newman,cast,/Cast/?LaNe,female
Sarah Paley,crew,/Crew/?SaPa,female
Max Pross,crew,/Crew/?MaPr,male
Gilda Radner,cast,/Cast/?GiRa,female
Andrew Gold,guest,/Guests/?444,male
Richard Belzer,crew,/Crew/?RiBe,male
Nil Nichols,crew,/Crew/?NiNi,female
The Voices Of Unity,guest,/Guests/?446,female
3-D,guest,/Guests/?442,unknown
Howard Johnson,crew,/Crew/?HwJo,male
Howard Shore,crew,/Crew/?HwSh,male
The Amazing Rhythm Aces,guest,/Guests/?437,female
Bruce Cockburn,guest,/Guests/?438,male
Strother Martin,guest,/Guests/?434,unknown
The Specials,guest,/Guests/?435,female
Burt Reynolds,guest,/Guests/?432,male
Anne Murray,guest,/Guests/?433,female
Paula Prentiss,guest,/Guests/?430,female
Richard Benjamin,guest,/Guests/?429,male
The Grateful Dead,guest,/Guests/?431,female
Carrie Fisher,guest,/Guests/?423,female
Sen. Daniel P. Moynihan,guest,/Guests/?425,unknown
Franne Lee,crew,/Crew/?FrLe,unknown
The J. Geils Band,guest,/Guests/?415,female
Jerry Mathers,guest,/Guests/?417,male
Tony Dow,guest,/Guests/?416,male
Kirk Douglas,guest,/Guests/?409,male
Lucie Lancaster,guest,/Guests/?411,female
Sam & Dave,guest,/Guests/?410,male
Jack Garner,guest,/Guests/?412,male
Joan Hackett,guest,/Guests/?413,female
Gary Numan,guest,/Guests/?408,male
Bert Convy,guest,/Guests/?406,male
Tom Scott,guest,/Guests/?405,male
John B. Anderson,guest,/Guests/?402,male
Ted Knight,guest,/Guests/?393,male
Desmond Child & Rouge,guest,/Guests/?394,male
Buddy Rogers,guest,/Guests/?397,male
Diana Peckham,guest,/Guests/?396,female
Doc Zorthian,guest,/Guests/?392,andy
Bea Arthur,guest,/Guests/?385,female
The Roches,guest,/Guests/?386,female
Bill Russell,guest,/Guests/?380,male
Ed Herlihy,guest,/Guests/?382,male
Chicago,guest,/Guests/?381,unknown
Bob Dylan,guest,/Guests/?375,male
Fred Tackett,guest,/Guests/?378,male
Blondie,guest,/Guests/?372,unknown
Bette Midler,guest,/Guests/?369,female
Will Lee,crew,/Crew/?WiLe,male
Maureen Stapleton,guest,/Guests/?364,female
The Section,guest,/Guests/?363,female
Russ Kunkel,unknown,,male
Milton Berle,guest,/Guests/?355,male
Craig Nettles,guest,/Guests/?359,male
Ornette Coleman,guest,/Guests/?356,unknown
Prime Time,guest,/Guests/?357,unknown
Buddy Freed,guest,/Guests/?358,male
Marvin Goldhar,guest,/Guests/?351,male
Nelson Briles,guest,/Guests/?352,male
Steve Henderson,guest,/Guests/?353,male
Ed Kranepool,guest,/Guests/?354,male
Margot Kidder,guest,/Guests/?346,female
The Chieftans,guest,/Guests/?347,female
Gary Busey,guest,/Guests/?341,male
Eubie Blake,guest,/Guests/?342,unknown
Gregory Hines,guest,/Guests/?343,male
Bob Cranshaw,crew,/Crew/?BoCr,male
Bert Jones,crew,/Crew/?BeJo,male
Paul Butterfield,guest,/Guests/?345,male
Rick Danko,guest,/Guests/?344,male
Kate Jackson,guest,/Guests/?338,female
Rick Nelson,guest,/Guests/?336,male
Judy Collins,guest,/Guests/?337,female
Cicely Tyson,guest,/Guests/?334,female
Talking Heads,guest,/Guests/?335,unknown
The Doobie Brothers,guest,/Guests/?333,female
Peter Tosh,guest,/Guests/?329,male
Bob & Ray,guest,/Guests/?330,male
Kate Bush,guest,/Guests/?327,female
Walter Matthau,guest,/Guests/?324,male
George Coe,cast,/Cast/?GeCo,male
Charlie Matthau,guest,/Guests/?325,male
Bill Kreutzmann,unknown,,male
Van Morrison,guest,/Guests/?318,male
Frank Zappa,guest,/Guests/?316,male
Devo,guest,/Guests/?315,unknown
Sun Ra,guest,/Guests/?307,andy
Richard Dreyfuss,guest,/Guests/?303,male
Jimmy Buffett,guest,/Guests/?304,male
Gary Tigerman,guest,/Guests/?305,male
Toni Basil,unknown,,female
Michael Sarrazin,guest,/Guests/?298,male
Keith Jarrett,guest,/Guests/?299,male
Gravity,guest,/Guests/?300,unknown
Eugene Record,guest,/Guests/?297,male
Christopher Lee,guest,/Guests/?291,male
Stacy Keach,guest,/Guests/?295,female
Rick Overton,guest,/Guests/?294,male
Cheetah Chrome,guest,/Guests/?293,unknown
Jill Clayburgh,guest,/Guests/?289,female
Eddie Money,guest,/Guests/?290,male
Stephen Bishop,guest,/Guests/?287,male
O.J. Simpson,guest,/Guests/?284,male
Ashford & Simpson,guest,/Guests/?285,unknown
Robert Klein,guest,/Guests/?279,male
The Dirt Band,guest,/Guests/?276,female
Miskel Spillman,guest,/Guests/?270,unknown
Joe Franken (I),guest,/Guests/?272,male
Phoebe Franken,guest,/Guests/?273,female
Mary Kay Place,guest,/Guests/?267,female
Connie Crawford,guest,/Guests/?262,female
David Lewis,guest,/Guests/?264,male
Deb Blair,guest,/Guests/?261,female
Richard Kneip,guest,/Guests/?263,male
The Original Sloth Band,guest,/Guests/?265,female
Ray Charles,guest,/Guests/?250,male
"David ""Fathead"" Newman",guest,/Guests/?257,male
Hank Crawford,guest,/Guests/?254,male
Leroy Cooper,guest,/Guests/?253,male
Marcus Belgrave,guest,/Guests/?252,male
Phillip Guilbeau,guest,/Guests/?255,male
The Raelettes,guest,/Guests/?258,female
Franklyn Ajaye,guest,/Guests/?251,male
Charles Grodin,guest,/Guests/?245,male
The Persuasions,guest,/Guests/?247,female
Toots Thielemans,guest,/Guests/?249,unknown
Hugh Hefner,guest,/Guests/?242,male
Libby Titus,guest,/Guests/?243,female
Taj Mahal,guest,/Guests/?240,unknown
Jackson Browne,guest,/Guests/?236,male
David Lindley,guest,/Guests/?238,male
Edie Baskin,crew,/Crew/?EdBa,female
Kenny Vance,guest,/Guests/?232,male
David Lasley,crew,/Crew/?DaLa,male
Dahaud Elias Shaar,crew,/Crew/?DESh,unknown
Bella Abzug,guest,/Guests/?233,female
Shelley Duvall,guest,/Guests/?227,female
Joan Armatrading,guest,/Guests/?228,female
Spalding Gray,unknown,,unknown
Jeanette Charles,guest,/Guests/?226,female
Alan Price,guest,/Guests/?224,male
Neil Innes,guest,/Guests/?225,male
Gary Weis,crew,/Crew/?GaWe,male
The McGarrigle Sisters,guest,/Guests/?220,female
Roslyn Kind,guest,/Guests/?221,female
Jacqueline Carlin,crew,/Crew/?JaCa,female
Julian Bond,guest,/Guests/?215,male
Tom Waits,guest,/Guests/?216,male
Brick,guest,/Guests/?217,unknown
Patti Smith,guest,/Guests/?218,female
Jack Burns,guest,/Guests/?213,male
Broderick Crawford,guest,/Guests/?207,male
Dr. John,guest,/Guests/?209,unknown
Levon Helm,guest,/Guests/?210,male
The Meters,guest,/Guests/?208,female
Sissy Spacek,guest,/Guests/?205,female
Richard Baskin,guest,/Guests/?206,male
Buster Holmes,guest,/Guests/?204,male
Fran Tarkenton,guest,/Guests/?190,male
Leo Sayer,guest,/Guests/?191,male
Donny Harper & The Voices Of Tomorrow,guest,/Guests/?192,male
Bob Dryden,guest,/Guests/?189,male
Ruth Gordon,guest,/Guests/?186,female
Chuck Berry,guest,/Guests/?187,male
Ricky Jay,guest,/Guests/?188,male
George Benson,guest,/Guests/?183,male
Andrew Duncan,guest,/Guests/?185,male
Diana Nyad,guest,/Guests/?181,female
Jodie Foster,guest,/Guests/?176,female
Brian Wilson,guest,/Guests/?177,male
George Harrison,guest,/Guests/?168,male
Olivia Harrison,guest,/Guests/?170,female
Jim Keltner,guest,/Guests/?173,male
Ron Wood,guest,/Guests/?175,male
Ry Cooder,guest,/Guests/?163,unknown
Flaco Jimnez,guest,/Guests/?164,unknown
Bruce McCall,crew,/Crew/?BuMc,male
The Band,guest,/Guests/?161,female
Kinky Friedman,guest,/Guests/?158,unknown
John Prine,guest,/Guests/?155,male
George Schultz,guest,/Guests/?156,male
Garry Trudeau,guest,/Guests/?152,male
Stuff,guest,/Guests/?151,unknown
Norman Lear,guest,/Guests/?137,male
Caroll O'Connor,guest,/Guests/?144,unknown
Isabel Sanford,guest,/Guests/?146,female
Jean Stapleton,guest,/Guests/?147,male
Nancy Walker,guest,/Guests/?148,female
Richard Crenna,guest,/Guests/?142,male
Sherman Helmsley,guest,/Guests/?143,male
Boz Scaggs,guest,/Guests/?138,unknown
Kate Lear,guest,/Guests/?140,female
Taylor Mead,guest,/Guests/?136,male
Kris Kristofferson,guest,/Guests/?129,male
Rita Coolidge,guest,/Guests/?130,female
Louise Lasser,guest,/Guests/?126,female
The Preservation Hall Jazz Band,guest,/Guests/?127,female
Wendell Craig,guest,/Guests/?124,male
Doris Powell,crew,/Crew/?DoPo,female
Charlie Lowe,guest,/Guests/?125,male
Jonathan Dorn,guest,/Guests/?123,male
Harlan Collins,guest,/Guests/?121,male
Joyce Everson,guest,/Guests/?122,female
Gordon Lightfoot,guest,/Guests/?118,male
Dyan Cannon,guest,/Guests/?114,female
Leon & Mary Russell,guest,/Guests/?115,male
Carly Simon,guest,/Guests/?112,female
Raquel Welch,guest,/Guests/?107,female
Phoebe Snow,guest,/Guests/?108,female
John Sebastian,guest,/Guests/?109,male
President Gerald Ford,guest,/Guests/?105,unknown
Ron Nessen,guest,/Guests/?102,male
Patti Smith Group,guest,/Guests/?103,female
Jerry Rubin,guest,/Guests/?106,male
Anthony Perkins,guest,/Guests/?95,male
Betty Carter,guest,/Guests/?96,female
Chuck Scarborough,guest,/Guests/?99,male
The Singing Idlers,guest,/Guests/?92,female
Desi Arnaz,guest,/Guests/?86,male
Desi Arnaz Jr.,guest,/Guests/?87,male
Jenny Shapiro,unknown,,female
The Shapiro Sisters,guest,/Guests/?84,female
Marshall Efron,guest,/Guests/?80,male
Al Alen Petersen,guest,/Guests/?81,male
Peter Cook,guest,/Guests/?73,male
Neil Sedaka,guest,/Guests/?75,male
Abbie Hoffman,guest,/Guests/?77,female
Bill Withers,guest,/Guests/?70,male
Paula Kahn,guest,/Guests/?64,female
Albert Brooks,guest,/Guests/?65,male
Clifford Einstein,guest,/Guests/?67,male
James L. Brooks,guest,/Guests/?66,male
Julie Payne,guest,/Guests/?68,female
Martha Reeves,guest,/Guests/?57,female
The Stylistics,guest,/Guests/?58,female
Margaret Kuhn,guest,/Guests/?59,female
Richard Pryor,guest,/Guests/?48,male
Gil Scott-Heron,guest,/Guests/?49,male
Annazette Chase,guest,/Guests/?50,unknown
Kathrine McKee,guest,/Guests/?54,female
Thalmus Rasulala,guest,/Guests/?52,unknown
Shelley Pryor,guest,/Guests/?51,female
Abba,guest,/Guests/?41,unknown
Loudon Wainwright III,guest,/Guests/?42,unknown
Esther Phillips,guest,/Guests/?33,female
Kay Lenz,guest,/Guests/?39,male
Rene Auberjonois,guest,/Guests/?36,male
The Lockers,guest,/Guests/?27,female
Mark Hampton,guest,/Guests/?25,male
Jesse Dixon Singers,guest,/Guests/?16,male
Connie Hawkins,guest,/Guests/?21,female
Billy Preston,guest,/Guests/?3,male
Janis Ian,guest,/Guests/?2,female
Valri Bromfield,guest,/Guests/?5,unknown
