impid,aid,name
2844,Abby Elliott,Sarah McLachlan
2845,Taylor Swift,Shakira
2847,Andy Samberg,Adam Duritz
2850,Kenan Thompson,Jennifer Hudson
2851,Kristen Wiig,Natalie Merchant
2832,Will Forte,Mitch McConnell
2830,Bill Hader,Max Baucus
2831,Jenny Slate,Olympia Snowe
2834,Kristen Wiig,Picabo Street
2823,Bill Hader,John Barrymore
2824,Kristen Wiig,Ethel Barrymore
2826,Drew Barrymore,Sharon Osbourne
2825,Justin Long,Matthew McConaughey
2829,Nasim Pedrad,Charlyne Yi
2828,Kenan Thompson,Ray Parker Jr.
2519,Kenan Thompson,Maya Angelou
2812,Ryan Reynolds,Donny Osmond
2817,Fred Armisen,Alan Osmond
2813,Abby Elliott,Marie Osmond
2815,Bill Hader,John Phillips
2816,Bobby Moynihan,Wayne Osmond
2820,Nasim Pedrad,Genevieve Phillips
2814,Andy Samberg,Jeff Sessler
2818,Jason Sudeikis,Richard Dawson
2819,Kristen Wiig,Mackenzie Phillips
1752,Darrell Hammond,Arnold Schwarzenegger
2822,Bill Hader,Phil Spector
2555,Andy Samberg,Kevin Federline
1872,Darrell Hammond,Dick Cheney
1400,Will Ferrell,Alex Trebek
1401,Norm MacDonald,Burt Reynolds
1403,Darrell Hammond,Sean Connery
1379,Will Ferrell,Harry Caray
2781,Will Forte,Timothy Geithner
2797,Fred Armisen,Nouriel Roubini
2795,Zac Efron,Cody Gifford
2744,Michaela Watkins,Hoda Kotb
2796,Darrell Hammond,Walt Disney
2516,Kenan Thompson,Nipsey Russell
2788,Tracy Morgan,Sherri Shepherd
2764,Michaela Watkins,Barbara Walters
2789,Bill Hader,John Malkovich
2790,Abby Elliott,"Chloë Sevigny , Nicolette"
2792,Jason Sudeikis,"Bill Paxton , Bill"
2793,Kristen Wiig,"Jeanne Tripplehorn , Barb"
2791,Casey Wilson,"Ginnifer Goodwin , Margene"
2732,Fred Armisen,Bruce Johnson
2783,Will Forte,Tom Coburn
2673,Darrell Hammond,John McCain
2782,Kristen Wiig,Kay Bailey Hutchison
2679,Kristen Wiig,Jamie Lee Curtis
2785,Dwayne Johnson,Dennis Rodman
2786,Fred Armisen,Tom Green
2787,Michaela Watkins,Joan Rivers
2774,Dan Aykroyd,John Boehner
2775,Darrell Hammond,Mitch McConnell
2777,Jason Sudeikis,Joaquin Phoenix
2778,Alec Baldwin,Richard Burton
2780,Kristen Wiig,Carol Channing
2779,Casey Wilson,Elizabeth Taylor
2766,Fred Armisen,Harry Reid
2767,Andy Samberg,Mark Spitz
2768,Kenan Thompson,James Harrison
2769,Bradley Cooper,Christian Bale
2772,Darrell Hammond,Jim Cramer
2773,Kenan Thompson,George Foreman
2761,Fred Armisen,Bernard Madoff
2760,Kristen Wiig,Diane Sawyer
2468,Jason Sudeikis,Harry Connick Jr.
2762,Rosario Dawson,Salma Hayek
2742,Kenan Thompson,Roland Burris
2746,Fred Armisen,David Lee Roth
2745,Abby Elliott,Jamie Lynn Spears
2753,Will Forte,Joe Pantoliano
2751,Bill Hader,Daniel Day-Lewis
2749,Darrell Hammond,Tommy Lee Jones
2748,Kenan Thompson,Michael Clarke Duncan
2750,Michaela Watkins,Julia Louis-Dreyfus
2754,Neil Patrick Harris,David Frost
2758,Fred Armisen,Paul Lynde
2755,Bill Hader,David Bowie
2757,Darrell Hammond,Richard Nixon
2759,Kenan Thompson,Fred Berry
2739,Will Forte,Evan Bayh
2641,Darrell Hammond,Christopher Dodd
2735,Bobby Moynihan,Richard Shelby
2738,Kristen Wiig,Patti Blagojevich
2736,Casey Wilson,Elizabeth Dole
2733,Kenan Thompson,Plaxico Burress
2734,Fred Armisen,Boy George
2729,Will Forte,Rick Wagoner
2723,Bill Hader,Walter Jones
2726,Darrell Hammond,Robert Nardelli
2724,Bobby Moynihan,Peter King
2727,Jason Sudeikis,Alan Mulally
2728,Kenan Thompson,Gregory Meeks
2725,Casey Wilson,Carolyn Maloney
2731,Michaela Watkins,Arianna Huffington
2308,Will Forte,Zell Miller
2722,Kristen Wiig,Janet Napolitano
2715,Ben Affleck,Alec Baldwin
2716,Casey Wilson,Jennifer Aniston
2720,Ben Affleck,Keith Olbermann
2721,Fred Armisen,Richard Wolffe
2706,Darrell Hammond,John Murtha
2709,Bill Hader,Bill Ayers
2710,Bobby Moynihan,Barney Frank
2711,Kenan Thompson,Jeremiah Wright
2712,Bill Hader,Ralph Nader
2713,Jon Hamm,James Mason
2714,Kristen Wiig,Gloria Swanson
2704,Will Forte,Greg Allman
2304,Queen Latifah,Gwen Ifill
2699,Will Forte,George Soros
2697,Darrell Hammond,Herbert Sandler
2698,Casey Wilson,Marion Sandler
2701,Casey Wilson,Katy Perry
2694,Amy Poehler,Katie Couric
2686,Bill Hader,Gabriel Grasso
2687,Casey Wilson,Jackie Glass
2688,Andy Samberg,Juliette Lewis
2690,Kristen Wiig,Kyra Sedgwick
2691,Jason Sudeikis,Richard Fuld
2692,Fred Armisen,Dov Charney
2537,Fred Armisen,Martin Scorsese
2538,Amy Poehler,Rosie Perez
2693,Bill Hader,Willem Dafoe
2684,Amy Poehler,Debbie Phelps
2685,Darrell Hammond,Bela Karolyi
2498,Fred Armisen,Howie Mandel
1742,Darrell Hammond,Regis Philbin
1323,Darrell Hammond,Jesse Jackson
2676,Andy Samberg,Carl Levin
2682,Ashton Kutcher,John Mayer
2674,Andy Samberg,Thomas Beatie
2675,Kristen Wiig,Padma Lakshmi
2042,Darrell Hammond,Jimmy Carter
2671,Kristen Wiig,Silda Spitzer
2657,Will Forte,Brian Williams
2664,Amy Adams,Heidi Klum
2665,Bill Hader,Tim Gunn
2663,Amy Poehler,Christian Siriano
2666,Amy Adams,Ellen Pompeo
2667,Jason Sudeikis,Roger Clemens
2668,Fred Armisen,Ahmad Badawi
2669,Bill Hader,Yitzhak Hofi
1834,Darrell Hammond,Tim Russert
2658,Andy Samberg,Diablo Cody
2662,Ellen Page,Miley Cyrus
2660,Fred Armisen,Kazuko Shiraishi
2572,Amy Poehler,Dakota Fanning
2659,Jason Sudeikis,Bruce Vilanch
2661,Casey Wilson,Mariam Budia
2645,Will Forte,Jorge Ramos
2644,Jason Sudeikis,John King
2643,Kristen Wiig,Campbell Brown
2648,Tina Fey,Daisy De La Hoya
2646,Fred Armisen,Big John Murray
2647,Jason Sudeikis,Bret Michaels
2650,Kristen Wiig,Peyton Turner
2649,Casey Wilson,Kristy Joe Muller
2653,Tina Fey,Mary Jo Buttafuoco
2652,Will Forte,Lance Ito
2561,Bill Hader,John Mark Karr
2654,Andy Samberg,Matthew Lesko
2656,Jason Sudeikis,Ted Allen
2655,Casey Wilson,Rachael Ray
2385,Horatio Sanz,Bill Richardson
2639,Fred Armisen,Mike Gravel
2635,Bill Hader,Christopher Dodd
2636,Simon Rich,Dennis Kucinich
2637,Kristen Wiig,Elizabeth Kucinich
2640,Amy Poehler,J.K. Rowling
2224,Amy Poehler,Dennis Kucinich
1724,Darrell Hammond,Al Gore
2628,Andy Samberg,Josh Drimmer
2632,Fred Armisen,Tico Torres
2629,Will Forte,Alec John Such
2630,Andy Samberg,David Bryan
2631,Jason Sudeikis,Richie Sambora
2031,Amy Poehler,Sharon Osbourne
2608,Fred Armisen,Sam Waterston
2624,Darrell Hammond,Fred Thompson
2626,Kenan Thompson,Willie Randolph
2625,Fred Armisen,Omar Minaya
2609,Fred Armisen,"Corbin Bleu , Chad"
2610,Maya Rudolph,"Vanessa Anne Hudgens , Gabriella"
2611,Andy Samberg,"Zac Efron , Troy"
2617,Will Forte,Mark Sellers
2616,Amy Poehler,Jamilah Lucas
2615,Maya Rudolph,Darcel Wynne
2614,Kristen Wiig,Beverly Jeanne
2618,Will Forte,Drake Bell
2620,Maya Rudolph,Rocsi
2619,Jason Sudeikis,Josh Peck
2621,Kenan Thompson,Terrence Jenkins
1962,Maya Rudolph,Condoleezza Rice
2605,Bill Hader,Ryan Seacrest
2097,Amy Poehler,Paula Abdul
2604,Maya Rudolph,Melinda Doolittle
2570,Jason Sudeikis,Simon Cowell
2337,Kenan Thompson,Randy Jackson
2606,Bill Hader,Tony Blair
1423,Darrell Hammond,Dan Rather
2607,Molly Shannon,Melania Trump
2588,Andy Samberg,Sanjaya Malakar
2587,Kristen Wiig,Ashley Ferl
2092,Amy Poehler,Kelly Ripa
2599,Scarlett Johansson,Melissa Sander
2601,Fred Armisen,Thavakalai
2603,Will Forte,Ghyslian Raza
2600,Bill Hader,Rajinikanth
2602,Kenan Thompson,Sammy Stephens
2476,Kristen Wiig,Jane Pauley
2590,Shia LaBeouf,Tobey Maguire
2536,Amy Poehler,Nancy Grace
2591,Shia LaBeouf,Cole Sprouse
2593,Avril Lavigne,Elle Fanning
2592,Andy Samberg,Dylan Sprouse
2595,Andy Samberg,Howard K. Stern
2594,Darrell Hammond,Don Imus
2596,Kristen Wiig,Jessica Simpson
2586,Fred Armisen,Alberto Gonzales
2589,Jason Sudeikis,Zack Snyder
2582,Amy Poehler,Rhonda Byrne
2583,Kristen Wiig,Ros Gentle
2580,Fred Armisen,Larry Seidlin
2585,Julia Louis-Dreyfus,Robin Antin
2584,Kenan Thompson,Lil' Kim
2579,Darrell Hammond,Wolf Blitzer
2581,Andy Samberg,Prince Harry
2576,Kristen Wiig,Lynne Cheney
2577,Forest Whitaker,Greg Gumbel
2578,Jason Sudeikis,Bill Oefelein
2403,Seth Meyers,Ryan Seacrest
2571,Drew Barrymore,Abigail Breslin
2573,Bill Hader,Daniel Radcliffe
2575,Drew Barrymore,Victoria Beckham
1778,Horatio Sanz,Elton John
2574,Seth Meyers,David Beckham
1929,Maya Rudolph,Donatella Versace
2541,Bill Hader,Peter O'Toole
2568,Jeremy Piven,Jim Nantz
2569,Jason Sudeikis,Phil Simms
1642,Darrell Hammond,Rich Little
2566,Fred Armisen,Thomas Friedman
2565,Kristen Wiig,Sandra Day O'Connor
2562,Fred Armisen,Nouri al-Maliki
2563,Bill Hader,Michael Richards
2564,Maya Rudolph,Lorne Michaels
2557,Amy Poehler,Dolly Parton
2070,Maya Rudolph,Barbra Streisand
2558,Andy Samberg,James Blunt
2442,Darrell Hammond,Bill O'Reilly
2560,Jason Sudeikis,Bobby Knight
2048,Amy Poehler,Britney Spears
2474,Alec Baldwin,Saddam Hussein
1956,Darrell Hammond,Donald Rumsfeld
2546,Hugh Laurie,Derek Acorah
2547,Fred Armisen,Jon Gilbert
2548,Bill Hader,Stuart Torevell
2549,Amy Poehler,Yvette Fielding
2551,Bill Hader,Tim McCarver
2550,Jason Sudeikis,Joe Buck
2553,Andy Samberg,Ken Mehlman
2552,Jason Sudeikis,Howard Dean
2252,Will Forte,George W. Bush
2431,Darrell Hammond,Brit Hume
1739,Will Ferrell,James Lipton
2545,Andy Samberg,Aaron Carter
2436,Jason Sudeikis,Nick Carter
2535,Darrell Hammond,Dennis Hastert
2539,Fred Armisen,Lou Reed
2540,Amy Poehler,Patti Smith
1993,Maya Rudolph,Charo
2542,Fred Armisen,Fran Lebowitz
2543,Amy Poehler,Yoko Ono
2531,Dane Cook,Saddam Hussein
2527,Fred Armisen,Hugo Chavez
2529,Bill Hader,Mahmoud Ahmadinejad
2530,Darrell Hammond,Pervez Musharraf
2533,Jason Sudeikis,George Allen
2532,Andy Samberg,Dustin Diamond
2534,Amy Poehler,Farrah Fawcett
2419,Seth Meyers,Anderson Cooper
1479,Darrell Hammond,John Travolta
2521,Seth Meyers,Tom Cruise
2517,Finesse Mitchell,Gayle King
2518,Amy Poehler,Katie Holmes
2520,Kenan Thompson,Patti LaBelle
2503,Jason Sudeikis,Taylor Hicks
2217,Finesse Mitchell,Bobby Brown
2526,Kevin Spacey,Neil Young
2525,Rachel Dratch,Natalie Maines
2524,Amy Poehler,Martie Maguire
2523,Maya Rudolph,Emily Robison
2522,Andy Samberg,Conor Oberst
2513,Andy Samberg,David Blaine
2514,Jason Sudeikis,Kirk Krack
2369,Fred Armisen,George Carlin
2515,Will Forte,Bruce Jenner
1991,Chris Parnell,Bert Convy
1594,Darrell Hammond,Robert Stack
2507,Tom Hanks,Bill Frist
2508,Darrell Hammond,Pope Benedict XVI
2509,Tom Hanks,Pat Sajak
2510,Tina Fey,Vanna White
1720,Horatio Sanz,Rosie O'Donnell
2512,Finesse Mitchell,Michael Powell
2511,Kenan Thompson,Colin Powell
2450,Fred Armisen,David Gregory
2417,Chris Parnell,Wolf Blitzer
2415,Amy Poehler,Norah O'Donnell
2502,Fred Armisen,Seymour Hersh
2501,Will Forte,Newt Gingrich
2504,Lindsay Lohan,Ann-Margret
2506,Darrell Hammond,Robert Osborne
2497,Antonio Banderas,Vicente Fox
2496,Jason Sudeikis,Tom Tancredo
2495,Kenan Thompson,Cynthia McKinney
2247,Amy Poehler,"Sharon Stone , Catherine Tramell"
2499,Will Forte,Chad Michael Murray
2500,Amy Poehler,Catherine Zeta-Jones
2491,Matt Dillon,Greg Anderson
2490,Seth Meyers,Dan Patrick
2473,Finesse Mitchell,Stuart Scott
2489,Kenan Thompson,Barry Bonds
2494,Matt Dillon,Rod Serling
2492,Darrell Hammond,Don Knotts
2487,Natalie Portman,T.J. Jourian
2484,Rachel Dratch,Brenda Chevis
2485,Will Forte,Jennifer Finney Boylan
2483,Amy Poehler,Aiden Key
2462,Kristen Wiig,Felicity Huffman
2488,Natalie Portman,Sasha Cohen
2439,Finesse Mitchell,Ed Lover
2438,Kenan Thompson,Doctor Dré
2352,Horatio Sanz,Aaron Neville
2480,Jason Sudeikis,Dr. John
2432,Kenan Thompson,Aretha Franklin
2482,Rachel Dratch,Hillary Clinton
1948,Seth Meyers,Brian Williams
2420,Finesse Mitchell,Ray Nagin
2479,Andy Samberg,Chuck Norris
2083,Seth Meyers,John Kerry
2477,Rachel Dratch,Martha-Ann Bomgardner
2478,Chris Parnell,Samuel Alito
2475,Alec Baldwin,Barney Frank
1769,Chris Parnell,John McCain
2383,Seth Meyers,Ty Pennington
2005,Horatio Sanz,Gene Shalit
2451,Kristen Wiig,Megan Mullally
2470,Dane Cook,Jay Feely
2469,Jason Sudeikis,Eli Manning
2472,Kenan Thompson,Michael Irvin
2471,Darrell Hammond,Chris Berman
2416,Jason Sudeikis,Terry Moran
2372,Rachel Dratch,Rita Rudner
2452,Bill Hader,Peter Gallagher
2457,Eva Longoria,Lucille Ball
2455,Fred Armisen,Desi Arnaz
2454,Darrell Hammond,Clark Gable
2453,Horatio Sanz,Alfred Hitchcock
2459,Rachel Dratch,Jean Schmidt
2465,Eva Longoria,Teri Hatcher
2461,Rachel Dratch,Eva Longoria
2464,Seth Meyers,Nicolette Sheridan
2463,Amy Poehler,Marcia Cross
2466,Finesse Mitchell,R. Kelly
2446,Amy Poehler,Nancy Pelosi
2447,Jason Sudeikis,Scott McClellan
2343,Kenan Thompson,Wilma McNabb
2342,Finesse Mitchell,Donovan McNabb
2449,Andy Samberg,Michael Sessions
2437,Finesse Mitchell,Stephen A. Smith
2440,Rachel Dratch,Amy Ray
2441,Amy Poehler,Emily Saliers
2443,Fred Armisen,Charles Schumer
2444,Chris Parnell,Robert Bork
2424,Rachel Dratch,Harriet Miers
2445,Amy Poehler,Arianne Zuker
2127,Darrell Hammond,Aaron Brown
2434,Catherine Zeta-Jones,Joss Stone
2433,Seth Meyers,Billy Bush
2435,Horatio Sanz,Michael McDonald
2423,Horatio Sanz,Alberto Gonzales
2426,Will Forte,Thomas DeLay
2425,Jason Sudeikis,Bill Frist
2429,Jon Heder,Taboo
2427,Finesse Mitchell,apl.de.ap
2428,Amy Poehler,Fergie
2430,Kenan Thompson,Will.i.am
2421,Steve Carell,Ray Romano
1985,Darrell Hammond,Geraldo Rivera
2422,Jason Sudeikis,Doug Stanhope
2405,Chris Parnell,Michael Isikoff
2406,Rachel Dratch,Britney Spears
2407,Tina Fey,Janice Dickinson
2408,Seth Meyers,Kevin Federline
2410,Maya Rudolph,Tyra Banks
2409,Horatio Sanz,Nolé Marin
2411,Fred Armisen,Vicente Fox
2412,Lindsay Lohan,Jessica Simpson
2413,Will Forte,Nick Lachey
2414,Kenan Thompson,Wanda Sykes
1847,Will Ferrell,Robert Goulet
2401,Fred Armisen,John Quiñones
2399,Will Forte,Constantine Maroulis
2400,Finesse Mitchell,Corey Clark
2101,Chris Parnell,Simon Cowell
2047,Maya Rudolph,Justin Guarini
2402,Maya Rudolph,Mario Vasquez
2404,Johnny Knoxville,David Furnish
2387,Chris Parnell,Thomas DeLay
2388,Darrell Hammond,Dr. Phil McGraw
2390,Horatio Sanz,Dennis DeYoung
2391,Will Forte,Lorne Michaels
2392,Tom Brady,Jim McMahon
2397,John Lutz,Gary Fencik
2395,Finesse Mitchell,Willie Gault
2393,Horatio Sanz,Mike Ditka
2396,Jason Sudeikis,Maury Buford
2394,Kenan Thompson,"William ""The Refrigerator"" Perry"
2398,Seth Meyers,Peyton Manning
2382,Fred Armisen,Paul DiMeo
2380,Will Forte,Michael Moloney
2381,Amy Poehler,Paige Hemmis
2386,Cameron Diaz,Nancy Pelosi
2384,Drew Barrymore,Ann Coulter
2345,Seth Meyers,Prince Charles
2344,Fred Armisen,Camilla Parker-Bowles
2376,Rob Riggle,Mark McGwire
2375,Horatio Sanz,Jose Canseco
2377,Kenan Thompson,Sammy Sosa
2378,Ashton Kutcher,Julia Roberts
2379,Ashton Kutcher,Kevin Federline
2363,David Spade,Martha Stewart
2362,Amy Poehler,Daryn Kagan
2364,Rob Riggle,Rick Sanchez
2365,Horatio Sanz,Vin Diesel
2371,David Spade,Owen Wilson
2366,Tina Fey,Bea Arthur
2368,Darrell Hammond,Clint Eastwood
2373,Seth Meyers,Sean Penn
2374,Finesse Mitchell,Shucky Ducky
2370,Rob Riggle,Larry The Cable Guy
2367,Kenan Thompson,Bernie Mac
2349,Fred Armisen,Martin Bashir
2107,Rachel Dratch,Elizabeth Taylor
2348,Will Forte,Macaulay Culkin
2109,Amy Poehler,Michael Jackson
2207,Maya Rudolph,LaToya Jackson
2347,Kenan Thompson,Emmanuel Lewis
2350,Will Forte,Chad Lowe
2351,Finesse Mitchell,Morgan Freeman
2354,Hilary Swank,Loretta Lynn
2355,Fred Armisen,Marc Anthony
2353,Will Forte,Jack White
2234,Maya Rudolph,Jennifer Lopez
2357,Hilary Swank,Heidi Klum
2356,Fred Armisen,Austin Scarlett
2361,Rachel Dratch,Wendy Pepper
2360,Chris Parnell,Michael Kors
2359,Maya Rudolph,Kara Saun
2358,Horatio Sanz,Jay McCarroll
2085,Horatio Sanz,Kim Jong Il
2050,Seth Meyers,Carrot Top
2346,Darrell Hammond,Bill Kurtis
2336,Maya Rudolph,Mary Roach
2341,Paris Hilton,Melania Trump
2339,Fred Armisen,Eric Trump
2338,Seth Meyers,Donald Trump Jr.
2340,Maya Rudolph,Ivanka Trump
2331,Tina Fey,Barbara Pierce Bush
2332,Amy Poehler,Jenna Bush
2334,Paul Giamatti,Richard Lugar
2333,Amy Poehler,Barbara Boxer
2335,Rachel Dratch,Elizabeth Cohen
2328,Fred Armisen,George Bush
2327,Maya Rudolph,Fredricka Whitfield
2330,Rob Riggle,Howard Dean
2329,Kenan Thompson,Armstrong Williams
2263,Finesse Mitchell,Al Reynolds
2265,Kenan Thompson,Star Jones
2326,Colin Farrell,Bono
2318,Finesse Mitchell,Colin Powell
2320,Luke Wilson,Josh Groban
2323,Rachel Dratch,Tara Reid
2321,Seth Meyers,Mickey Rourke
2322,Finesse Mitchell,Ron Artest
2319,Amy Poehler,Anna Nicole Smith
2324,Rob Riggle,Toby Keith
1881,Maya Rudolph,Diana Ross
2298,Maya Rudolph,Teresa Heinz Kerry
2317,Liam Neeson,Sean Connery
2183,Rachel Dratch,Barbara Walters
2034,Maya Rudolph,Liza Minnelli
1950,Darrell Hammond,John Ashcroft
2314,Seth Meyers,Osama bin Laden
1630,Chris Parnell,Tom Brokaw
2315,Kate Winslet,Norah Jones
2316,Will Forte,Bruce Springsteen
2269,Kenan Thompson,Clarence Clemons
2306,Seth Meyers,Ed Gillespie
2307,Amy Poehler,Mary Beth Cahill
2309,Fred Armisen,James Dyson
2310,Jude Law,Nicki Hilton
2237,Rachel Dratch,Nicole Richie
2037,Maya Rudolph,Paris Hilton
2311,Jude Law,Tony Blair
2313,Jude Law,Peter O'Toole
2312,Seth Meyers,Michael Caine
2299,Chris Parnell,Charles Gibson
2301,Paula Pell,Linda Grabel
2302,Rob Riggle,Anthony Baldi
2300,Maya Rudolph,Nikki Washington
2303,Queen Latifah,Patti LaBelle
2305,Rachel Dratch,Martha Stewart
1417,Darrell Hammond,Rodney Dangerfield
2297,Ben Affleck,James Carville
2295,Chris Parnell,Andrew Card
2296,Maya Rudolph,Amanda Byram
2086,Jimmy Fallon,Pat O'Brien
2293,Rachel Dratch,Lynndie England
2294,Snoop Dogg,Rick James
2290,Rachel Dratch,Hilary Duff
2124,Amy Poehler,Avril Lavigne
2291,Horatio Sanz,Billy Joel
2292,Horatio Sanz,Ron Jeremy
2286,Janet Jackson,Condoleezza Rice
2287,Finesse Mitchell,Kevin Eubanks
2288,Janet Jackson,Paula Abdul
2198,Jimmy Fallon,Jeff Zucker
2274,Fred Armisen,Joe Rogan
2275,Rachel Dratch,Michael Gelman
2276,Horatio Sanz,David Crosby
2277,Maya Rudolph,Omarosa Manigault
2280,Fred Armisen,Richard Ben-Veniste
2278,Rachel Dratch,Jamie S. Gorelick
2281,Darrell Hammond,Richard Clarke
2279,Chris Parnell,John F. Lehman
2284,Fred Armisen,George Ross
2282,Rachel Dratch,Amelia Henry
2283,Amy Poehler,Carolyn Kepcher
2285,Maya Rudolph,Katrina Campins
2273,Chris Parnell,Justin Bartha
1404,Ana Gasteyer,Martha Stewart
1280,Darrell Hammond,Ted Koppel
2266,Kenan Thompson,Chappell Hartridge
2268,Horatio Sanz,Peter Jackson
2267,Rachel Dratch,Elijah Wood
2270,Jimmy Fallon,Steve Van Zandt
2272,Colin Firth,Liam Neeson
2271,Will Forte,Benny Hill
2262,Chris Parnell,Gary Bauer
1296,Darrell Hammond,Phil Donahue
2030,Rachel Dratch,Kelly Osbourne
2264,Maya Rudolph,Patti LaBelle
1879,Horatio Sanz,Ozzy Osbourne
2248,Amy Poehler,Tipper Gore
2249,Rachel Dratch,Zelda Rubinstein
2250,Drew Barrymore,Courtney Love
2130,Amy Poehler,Madonna
2251,Drew Barrymore,Charlize Theron
2253,Drew Barrymore,Hillary Clinton
2254,Drew Barrymore,Anna Nicole Smith
2255,Jimmy Fallon,Larry King
2257,Drew Barrymore,Meg White
2256,Jimmy Fallon,Jack White
2260,Drew Barrymore,Pink
2259,Kenan Thompson,George Clinton
1859,Chris Parnell,Joe Lieberman
2246,Megan Mullally,Tammy Faye Bakker
2244,Jimmy Fallon,Kevin Pollak
2245,Chris Parnell,Phil Gordon
2202,Jeff Richards,Howard Dean
2232,Maya Rudolph,Tina Turner
2233,Jessica Simpson,Britney Spears
2236,Nick Lachey,Scott Stapp
2137,Jimmy Fallon,Ryan Seacrest
2235,Finesse Mitchell,Kelis
2238,Jessica Simpson,Paris Hilton
2239,Jessica Simpson,Carmen Electra
2240,Nick Lachey,Dave Navarro
2241,Rachel Dratch,Sue Johanson
2242,Horatio Sanz,Bubba Sparxxx
2243,Kenan Thompson,Timbaland
2220,Jimmy Fallon,Steven Seagal
2221,Jennifer Aniston,Britney Spears
2222,Jimmy Fallon,Jason Alexander (I)
2204,Jimmy Fallon,Wesley Clark
1908,Darrell Hammond,Richard Gephardt
2228,Jeff Richards,Steve Irwin
2225,Finesse Mitchell,O.J. Simpson
2226,Fred Armisen,Phil Spector
2227,Darrell Hammond,Robert Blake
2105,Jimmy Fallon,Osama bin Laden
2060,Horatio Sanz,Saddam Hussein
2230,Rachel Dratch,Jeannie C. Riley
2231,Amy Poehler,Lynn Anderson
2229,Maya Rudolph,Donna Fargo
2209,Kenan Thompson,Carol Moseley Braun
2212,Elijah Wood,Jai Rodriguez
2214,Fred Armisen,Ted Allen
2211,Jimmy Fallon,Carson Kressley
2213,Seth Meyers,Kyan Douglas
2215,Chris Parnell,Thom Filicia
2218,Jimmy Fallon,John Mayer
2216,Kenan Thompson,Bobbi Kristina Brown
2219,Elijah Wood,Boy George
2069,Tracy Morgan,Al Sharpton
2199,Al Sharpton,Johnnie Cochran
2200,Chris Parnell,Mark Geragos
2201,Horatio Sanz,Harvey Fierstein
2206,Al Sharpton,Joe Jackson
2208,Darrell Hammond,Johnny Cash
2177,Darrell Hammond,George W. Bush
2195,Fred Armisen,Robert Durst
2196,Alec Baldwin,Roy Horn
2197,Jeff Richards,Siegfried Fischbacher
2184,Amy Poehler,Martha Stewart
2185,Finesse Mitchell,Andre 3000
2186,Fred Armisen,Billie Jean King
2187,Darrell Hammond,Bud Collins
2189,Finesse Mitchell,Venus Williams
2188,Kenan Thompson,Serena Williams
2191,Fred Armisen,John Oates
2190,Will Forte,Daryl Hall
2192,Kenan Thompson,Richard Williams
2193,Andy Roddick,Andre Agassi
2194,Seth Meyers,Andre Agassi
2075,Maya Rudolph,Scott Joplin
2178,Kelly Ripa,Angelina Jolie
1793,Chris Kattan,Michael Gelman
2179,Kelly Ripa,Renee Zellweger
2181,Finesse Mitchell,Puff Daddy
2180,Horatio Sanz,Jimmy Buffett
2182,Kelly Ripa,Geri Halliwell
2163,Finesse Mitchell,Kobe Bryant
2164,Maya Rudolph,Vanessa Laine
1284,Darrell Hammond,Bob Costas
2166,Jeff Richards,Pete Rose
2165,Horatio Sanz,Don Zimmer
2167,Halle Berry,Naomi Campbell
2168,Halle Berry,Bernadette Cooper
2169,Rachel Dratch,Cheryl Cooley
2170,Seth Meyers,Joey Lawrence
2174,Finesse Mitchell,Robbin Grider
2173,Amy Poehler,Lynn Malsby
2171,Maya Rudolph,"Joyce ""Fenderella"" Irby"
2172,Kenan Thompson,Lorena Porter Shelby
2176,Maya Rudolph,Valerie Simpson
2175,Kenan Thompson,Nick Ashford
2148,Amy Poehler,Ann Coulter
2150,Jeff Richards,Karl Rove
2149,Kenan Thompson,Gary Coleman
2152,Justin Timberlake,Ashton Kutcher
2151,Finesse Mitchell,50 Cent
2153,Jeff Richards,Fred Durst
2112,Maya Rudolph,Christina Aguilera
2154,Justin Timberlake,Jessica Simpson
2155,Jimmy Fallon,Nick Lachey
2087,Jeff Richards,Gary Busey
2156,Justin Timberlake,Michael Bolton
2157,Fred Armisen,Quentin Tarantino
2159,Rachel Dratch,Arianna Huffington
2158,Jeff Richards,Al Franken
2161,Horatio Sanz,Cruz Bustamante
2143,Seth Meyers,Wade Robson
2142,Finesse Mitchell,Boogie
2145,Jeff Richards,Rush Limbaugh
2146,Maya Rudolph,Wanda Sykes
2147,Amy Poehler,Shelley Long
2138,Dan Aykroyd,Andrew Card
2139,Chris Parnell,Rick Santorum
2140,John Goodman,Anna Nicole Smith
2003,Jeff Richards,David Letterman
2141,Dan Aykroyd,Sam Elliott
2134,Rachel Dratch,Kimberley Locke
2135,Dean Edwards,Randy Jackson
2132,Chris Kattan,Clay Aiken
2136,Tracy Morgan,Ruben Studdard
2133,Jeff Richards,Joshua Gracin
1918,Maya Rudolph,Mya
2055,Chris Parnell,George W. Bush
2131,Seth Meyers,Matt Lauer
2033,Chris Kattan,David Gest
2126,Darrell Hammond,Mohammed Saeed al-Sahaf
2128,Amy Poehler,Nancy O'Dell
2129,Fred Armisen,Uday Hussein
2125,Jimmy Fallon,Woody Harrelson
2122,Rachel Dratch,Helen Thomas
2121,Horatio Sanz,Harry Knowles
2123,Dean Edwards,Michael Jackson
682,Dan Aykroyd,Bob Dole
2113,Dean Edwards,A.J. Calloway
2114,Maya Rudolph,Free
2115,Queen Latifah,Frenchie Davis
2118,Rachel Dratch,Paula Poundstone
1621,Jimmy Fallon,Gilbert Gottfried
