impid,aid,name
641,Jan Hooks,Jonda McFarlane
642,Jon Lovitz,Paul Sarbanes
644,Kevin Nealon,Sam Nunn
640,Akira Yoshimura,Daniel Inouye
645,Dana Carvey,Prince Albert
629,Phil Hartman,Halston
646,Jan Hooks,Princess Gloria of Thurn and Taxis
647,Kevin Nealon,Prince Johannes
634,Nora Dunn,Donna Rice
635,Victoria Jackson,Fawn Hall
638,Jon Lovitz,F. Murray Abraham
639,Phil Hartman,Richard Secord
630,Jan Hooks,Jean Kasem
633,Jon Lovitz,Marvin Hamlisch
622,Phil Hartman,Oral Roberts
623,Jon Lovitz,Jerry Tarkanian
624,Phil Hartman,Jim Bakker
626,John Mahoney,"Paul Newman , Eddie"
627,Nina Tremblay,"Mary Elizabeth Mastrantonio , Carmen"
621,Jon Lovitz,Ivan Boesky
616,Kevin Nealon,Don Regan
620,Dana Carvey,David Lee Roth
608,Phil Hartman,Liberace
609,Bronson Pinchot,Carl Sagan
611,Dana Carvey,Jacques Cousteau
612,Paulina Porizkova,Golda Meir
613,Jon Lovitz,Menachim Begin
614,Kevin Nealon,Moshe Dayan
605,Paul Shaffer,Boy George
601,Dana Carvey,Neil Young
602,Jan Hooks,Shirley MacLaine
603,Walter Payton,Michael Jackson
597,William Shatner,Oliver North
598,Victoria Jackson,Julie Cobb
571,Jan Hooks,Sally Kellerman
543,Jon Lovitz,Don Adams
590,Marc Shaiman,Paul Williams
591,Jon Lovitz,Caspar Weinberger
589,Robin Williams,Ronald Reagan
588,Kevin Nealon,Chuck Woolery
584,Phil Hartman,Joseph Wapner
582,Andy Murphy,Rusty Burrell
583,Kevin Nealon,Doug Llewelyn
586,Jon Lovitz,Howie Mandel
572,A. Whitney Brown,Ed Jaymes
573,Phil Hartman,Frank Bartles
575,Dana Carvey,Gary Crosby
578,Nora Dunn,Kathryn Crosby
579,Phil Hartman,Bing Crosby
577,Jan Hooks,Mary Crosby
576,Dennis Miller,Nathaniel Crosby
569,Sigourney Weaver,Sarah Ferguson
568,Jan Hooks,Princess Di
555,Randy Quaid,Ed McMahon
566,Terry Sweeney,Patti LaBelle
567,Billy Martin,Colonel Harland Sanders
521,Randy Quaid,Ronald Reagan
560,Catherine Oxenberg,Brigitte Bardot
563,Joan Cusack,Jane Fonda
561,Nora Dunn,Catherine Deneuve
562,Don Pardo,Frederick de Cordova
547,Terry Sweeney,Joan Rivers
565,Robert Downey Jr.,Paul Simon
564,Anthony Michael Hall,Art Garfunkel
518,Terry Sweeney,Nancy Reagan
559,Joan Cusack,Queen Elizabeth
519,Jon Lovitz,Prince Charles
558,Randy Quaid,Lyndon LaRouche
557,Robert Downey Jr.,John Cougar Mellencamp
556,Randy Quaid,Lyle Alzado
528,Joan Cusack,Brooke Shields
552,Robert Downey Jr.,Julian Lynch
551,Randy Quaid,Bob Guccione
553,Terry Sweeney,Teri Shields
554,Jon Lovitz,Muammer Kaddafi
550,Damon Wayans,Little Richard
548,Dudley Moore,Roman Polanski
536,Terry Sweeney,Joan Collins
549,Dudley Moore,Jackie Stewart
542,Teri Garr,Connie Stevens
544,Anthony Michael Hall,Edd Byrnes
546,Randy Quaid,Roy Orbison
545,Danitra Vance,Leslie Uggams
540,Tom Hanks,Robb Weller
534,Robert Downey Jr.,George Michael
538,Nora Dunn,Mary Hart
535,Randy Quaid,Gregory Peck
533,Terry Sweeney,Barbara Howar
537,Danitra Vance,Lola Falana
541,Damon Wayans,Louis Farrakhan
532,Robert Downey Jr.,John Oates
530,Anthony Michael Hall,Daryl Hall
531,Terry Sweeney,Diana Ross
529,Danitra Vance,Cicely Tyson
3,Chevy Chase,Gerald Ford
517,Robert Downey Jr.,Sean Penn
526,Madonna,Marilyn Monroe
524,Robert Downey Jr.,Elvis Presley
523,Anthony Michael Hall,Bobby Kennedy
525,Randy Quaid,John F. Kennedy
527,Terry Sweeney,Ted Kennedy
522,Randy Quaid,Joaquin Andujar
520,Madonna,Princess Di
499,Rich Hall,Robert Latta
437,Billy Crystal,Fernando Lamas
375,Mary Gross,Dr. Ruth Westheimer
514,Jim Belushi,Pope John Paul II
511,Billy Crystal,Dr. Haing S. Ngor
429,Mary Gross,Pee-Wee Herman
512,Christopher Guest,James Mason
491,Rich Hall,Doug Henning
510,Gary Kroeger,Alan Alda
513,Julia Louis-Dreyfus,Jo Anne Worley
461,Martin Short,Robin Williams
487,Pamela Stephenson,Joan Collins
515,Jim Belushi,Richard Donner
516,Jim Belushi,Robert Keeshan
435,Billy Crystal,Sammy Davis Jr.
479,Rich Hall,Paul Harvey
454,Jim Belushi,Willie Nelson
496,Billy Crystal,Prince
508,Rich Hall,Mark Goodman
507,Gary Kroeger,Bruce Springsteen
509,Martin Short,Paul Simon
462,Pamela Stephenson,Cyndi Lauper
472,Billy Crystal,Joe Franklin
504,Jim Belushi,Joan Collins
505,Christopher Guest,Red Skelton
506,Pamela Sue Martin,Linda Evans
482,Billy Crystal,Muhammad Ali
481,Martin Short,Katharine Hepburn
404,Julia Louis-Dreyfus,Linda Ellerbee
502,Pamela Stephenson,Debby Douillard
503,Rich Hall,Caspar Weinberger
495,Jim Belushi,Hulk Hogan
456,Billy Crystal,Howard Cosell
497,Jim Belushi,Thomas Barrack Jr.
486,Rich Hall,Bernhard Goetz
458,Gary Kroeger,Walter Mondale
498,Julia Louis-Dreyfus,Joan Mondale
500,Alex Karras,Captain Lou Albano
501,Rich Hall,Vince McMahon
494,Mary Gross,Simone de Beauvoir
475,Gary Kroeger,Julio Iglesias
492,Julia Louis-Dreyfus,Helen Caldicott
493,Pamela Stephenson,Peggy Ashcroft
403,Mary Gross,Ann Landers
488,Mary Gross,Jeane Dixon
489,Christopher Guest,Alan Arkin
490,Martin Short,Doug Henning
220,Harry Shearer,Mr. Blackwell
484,Eddie Murphy,Desmond Tutu
485,Rich Hall,Doug Flutie
455,Harry Shearer,Robin Leach
483,Jim Belushi,Arnold Schwarzenegger
480,Jim Belushi,Michael Reagan
474,Harry Shearer,Mike Wallace
477,Kevin Kelton,Señor Wences
476,Julia Louis-Dreyfus,Diana Ross
478,Martin Short,Mick Jagger
473,Harry Shearer,Alan Thicke
457,Mary Gross,Geraldine Ferraro
224,Harry Shearer,Ronald Reagan
468,Pamela Stephenson,Madonna
470,Julia Louis-Dreyfus,Jeane Kirkpatrick
471,Rich Hall,David Byrne
467,Pamela Stephenson,Billy Idol
460,Christopher Guest,Bert Convy
464,Harry Shearer,Tom Brokaw
463,Martin Short,Lawrence Grossman
465,Billy Crystal,Joe Garagiola
466,Harry Shearer,Vin Scully
459,Jim Belushi,Bob Guccione
261,Joe Piscopo,Frank Sinatra
451,Gary Kroeger,Robb Weller
452,Mary Gross,Nancy Reagan
453,Barry Bostwick,Rick Springfield
447,Tim Kazurinsky,Frank Gannon
446,Joe Piscopo,Richard Nixon
285,Joe Piscopo,Ronald Reagan
449,Brad Hall,Noel Paul Stookey
418,Gary Kroeger,Carl Sagan
448,Julia Louis-Dreyfus,Mary Travers
450,Joe Piscopo,Peter Yarrow
441,Joe Piscopo,Karl Malden
426,Julia Louis-Dreyfus,Nina Blackwood
442,Nate Herman,Kenny Loggins
444,Michael Douglas,Kirk Douglas
330,Robin Duke,Shelley Winters
445,Brad Hall,Walter Mondale
443,Tim Kazurinsky,Gary Hart
400,Joe Piscopo,Jesse Jackson
434,Clint Smith,George Rhodes
436,Billy Crystal,Hervé Villechaize
440,Billy Crystal,John F. Kennedy
438,Jim Belushi,Babe Ruth
439,Gary Kroeger,Charlie Chaplin
419,Eddie Murphy,Jesse Jackson
277,Joe Piscopo,Tom Snyder
343,Eddie Murphy,James Brown (I)
432,Robin Duke,Kathy Best
433,Brad Hall,Pete Best
430,Tim Kazurinsky,Mahatma Gandhi
431,Robin Williams,William F. Buckley
391,Joe Piscopo,John Newcombe
428,Joe Piscopo,Marvin Hamlisch
347,Joe Piscopo,David Letterman
349,Joe Piscopo,Phil Donahue
335,Joe Piscopo,Lorne Greene
427,Gary Kroeger,Samuel Clemens
425,Julia Louis-Dreyfus,Linda Ronstadt
374,Eddie Murphy,Michael Jackson
424,Mary Gross,Mary Tyler Moore
420,Tom Smothers,John Glenn
421,Brad Hall,William F. Buckley
264,Joe Piscopo,Ted Koppel
422,Joe Piscopo,Tom Carvel
423,Joe Piscopo,Barbra Streisand
272,Eddie Murphy,Sammy Davis Jr.
408,Joe Piscopo,Dean Martin
409,Jim Belushi,Rosemary Clooney
416,Jim Belushi,Thomas Noguchi
410,Robin Duke,Barbara Howar
412,Mary Gross,Mary Hart
415,Mary Gross,Suzanne Somers
411,Julia Louis-Dreyfus,JoBeth Williams
413,Joe Piscopo,Robin Leach
414,Joe Piscopo,Ron Hendren
417,Eddie Murphy,Jim Brown
407,Teri Garr,Marilyn Monroe
405,Gary Kroeger,Bobby Kennedy
406,Joe Piscopo,John F. Kennedy
363,Joe Piscopo,Lee Iacocca
401,Andrew Smith,Larry Speakes
402,Betty Thomas,Jane Fonda
398,Julia Louis-Dreyfus,Joanna Carson
399,John Candy,William B. Williams
358,Joe Piscopo,Ed McMahon
397,Julia Louis-Dreyfus,Andie MacDowell
276,Joe Piscopo,Andy Rooney
396,Mary Gross,Anne Burford
388,Joe Piscopo,James Watt
348,Gary Kroeger,Paul Shaffer
393,Robin Duke,Eva Braun
345,Tim Kazurinsky,Adolf Hitler
392,Gary Kroeger,Joseph Goebbels
266,Eddie Murphy,Stevie Wonder
394,Joe Piscopo,Ed Sullivan
395,Julia Louis-Dreyfus,Nastassja Kinski
389,Tim Kazurinsky,Deng Xiaoping
390,Julia Louis-Dreyfus,Hu Na
365,Joe Piscopo,Joan Rivers
387,Joan Rivers,Elizabeth Taylor
382,Tim Kazurinsky,Klaus Barbie
383,Mary Gross,Lena Horne
357,Eddie Murphy,Mr. T
386,Joe Piscopo,Steve Lawrence
384,Gary Kroeger,Miguel de la Madrid
385,Joe Piscopo,Ahmed Zaki Yamani
361,Gary Kroeger,Donny Osmond
362,Julia Louis-Dreyfus,Marie Osmond
380,Eddie Murphy,Herschel Walker
381,Jeff Bridges,"Lloyd Bridges , Mike Nelson"
378,Robin Duke,Polly Bergen
377,Julia Louis-Dreyfus,Ali MacGraw
379,Joe Piscopo,Rex Reed
370,Rick Moranis,Woody Allen
369,Dave Thomas,Bob Hope
371,Rick Moranis,Dick Cavett
372,Robin Duke,Oriana Fallaci
373,Dave Thomas,Liberace
376,Dave Thomas,Walter Cronkite
364,Gary Kroeger,Dustin Hoffman
366,Barry Mitchell,Woody Allen
368,Mary Gross,Leslie Uggams
367,Joe Piscopo,Peter Marshall
359,Tom Smothers,Johnny Carson
274,Eddie Murphy,Bill Cosby
360,Gary Kroeger,Ted Kennedy
353,Brad Hall,John DeLorean
352,Julia Louis-Dreyfus,Christina Ferrare
355,Gary Kroeger,Steve Bell
354,Joe Piscopo,David Hartman
356,Howard Hesseman,Del Close
351,Joe Piscopo,Leonard Nimoy
242,Joe Piscopo,Jimmy Carter
286,Tim Kazurinsky,Menachim Begin
350,Gary Kroeger,Yasser Arafat
346,Brad Hall,John Hinckley
337,Brian Doyle-Murray,Rod Serling
344,Tim Kazurinsky,Ozzy Osbourne
340,Tim Kazurinsky,Billie Jean King
341,Joe Piscopo,John McEnroe
342,Christine Ebersole,Mary Travers
338,Brian Doyle-Murray,Leopoldo Galtieri
339,Mary Gross,Margaret Thatcher
284,Tony Rosato,Ed Meese
336,Joe Piscopo,Geraldo Rivera
287,Christine Ebersole,Princess Di
333,Joe Piscopo,Paul Harvey
334,Tim Kazurinsky,Jose Tardencillas Espinosa
262,Joe Piscopo,Dan Rather
328,Christine Ebersole,Britt Ekland
329,Mary Gross,Harriet Nelson
331,Joe Piscopo,Pope John Paul II
332,Tony Rosato,Ed Asner
327,Brian Doyle-Murray,Jerry Falwell
322,Brian Doyle-Murray,Ken Anderson
321,Tim Kazurinsky,Forrest Gregg
320,Eddie Murphy,Archie Griffin
323,Christine Ebersole,Carol Wayne
324,Joe Piscopo,Johnny Carson
325,Tony Rosato,Robert Keeshan
326,Bob Zmuda,Red West
308,Robert Conrad,Joseph Wapner
307,Joe Piscopo,Doug Llewelyn
309,Robert Conrad,Jack Henry Abbott
310,Tony Rosato,Lou Costello
314,Robert Conrad,G. Gordon Liddy
311,Brian Doyle-Murray,Albert Einstein
317,Robin Duke,Marguerite LeHand
316,Christine Ebersole,Lucy Rutherford
312,Mary Gross,Eleanor Roosevelt
313,Tim Kazurinsky,Franklin Roosevelt
315,Nelson Lyon,Joseph Stalin
319,Joe Piscopo,Winston Churchill
318,Tony Rosato,Richard Nixon
303,Tony Rosato,Richard Allen
304,Christine Ebersole,Rona Barrett
305,Eddie Murphy,Muhammad Ali
306,Bill Murray,Ralph Lauren
289,Mary Gross,Brooke Shields
299,Tim Curry,Mick Jagger
298,Robin Duke,Louise Mandrell
301,Robin Duke,Shari Lewis
296,Christine Ebersole,Barbara Mandrell
297,Mary Gross,Irlene Mandrell
300,Tony Rosato,Rip Taylor
302,Tim Curry,Prince Charles
292,Christine Ebersole,Fannie Flagg
293,Joe Piscopo,Allen Funt
294,Tim Kazurinsky,David A. Stockman
295,Brian Doyle-Murray,Colonel Tom Parker
288,Tony Rosato,Yasser Arafat
290,Christine Ebersole,Cheryl Tiegs
291,Joe Piscopo,Pat Cooper
282,Eddie Murphy,Jerry Lewis
283,Joe Piscopo,Jerry Lewis
279,Christine Ebersole,Marge Howard
280,Tim Kazurinsky,"Ugo Tognazzi , Renato"
281,Mary Gross,Marilyn Monroe
278,Tim Kazurinsky,Douglas MacArthur
275,Gail Matthius,Irene Cara
83,Bill Murray,Walter Cronkite
269,Denny Dillon,Betsy Maxwell
271,Gilbert Gottfried,Roman Polanski
270,Joe Piscopo,John Kenneth Galbraith
273,Gail Matthius,Mary Cunningham
267,Gilbert Gottfried,David A. Stockman
247,Gail Matthius,Nancy Reagan
268,Ann Risley,Doria Reagan
248,Charles Rocket,Ronald Reagan
265,Patrick Weathers,Ravi Shankar
241,Denny Dillon,Amy Carter
243,Ann Risley,Rosalynn Carter
263,Pete Fatovich,William Leonard
260,Matthew Laurance,"Jimmy ""The Weasel"" Fratianno"
258,David Carradine,Woody Guthrie
257,Patrick Weathers,Bob Dylan
259,Eddie Murphy,Bruce Lee
256,Gail Matthius,Brooke Shields
253,Charles Rocket,David Rockefeller
254,Denny Dillon,Jean Harris
255,Ann Risley,Toni Tennille
245,Joe Piscopo,Jim Fowler
246,Charles Rocket,Marlin Perkins
249,Malcolm McDowell,John Lennon
250,Denny Dillon,Yoko Ono
251,Joe Piscopo,Carl XVI Gustaf
252,Charles Rocket,Prince Charles
244,Joe Piscopo,John Anderson
216,Jim Downey,George Bush
201,Bill Murray,Ted Kennedy
228,Harry Shearer,Frank Reynolds
239,Gilda Radner,Buffy Sainte-Marie
240,Harry Shearer,Jack Perkins
238,Jane Curtin,Nancy Reagan
234,Laraine Newman,Mie
232,Gilda Radner,Kei
235,Paul Shaffer,Marvin Hamlisch
233,Harry Shearer,Carl Sagan
236,Bill Murray,Jim Lange
237,Harry Shearer,Rod Serling
55,Laraine Newman,Rosalynn Carter
231,Tom Davis,G. Gordon Liddy
35,Jane Curtin,Anita Bryant
229,Paula Prentiss,Ruth Carter Stapleton
227,Jane Curtin,Rula Lenska
150,Bill Murray,David Susskind
226,Harry Shearer,Curt Gowdy
145,Garrett Morris,Anwar Sadat
225,Harry Shearer,Tom Snyder
221,Brian Doyle-Murray,Jody Powell
223,Al Franken,Roone Arledge
222,Bill Murray,Mike Curb
9,Jane Curtin,Betty Ford
218,Tom Davis,John Connally
217,Brian Doyle-Murray,Howard Baker
219,Laraine Newman,Gloria Vanderbilt
214,Tom Davis,Omar Torrijos
176,Bill Murray,Mohammad Reza Pahlevi
212,Laraine Newman,Farrah Pahlevi
215,Paul Shaffer,Robert Vesco
34,Garrett Morris,Sammy Davis Jr.
208,Doc Zorthian,Marlon Brando
207,Bill Murray,Francis Ford Coppola
209,Martin Sheen,Robert Conrad
210,Martin Sheen,Bruce Jenner
211,Laraine Newman,Chrystie Crownover
206,Garrett Morris,James Brown (I)
121,Paul Shaffer,Don Kirshner
155,Gilda Radner,Lucille Ball
199,Jane Curtin,Joan Kennedy
198,Jim Downey,Dave Powers
200,Laraine Newman,Rose Kennedy
202,Jane Curtin,Ann Landers
170,Eric Idle,Prince Charles
196,Steve Martin,Pope John Paul II
195,Gilda Radner,Jeanine Deckers
197,Laraine Newman,Carole King
194,Buck Henry,John Dean
11,Dan Aykroyd,Richard Nixon
98,Jane Curtin,Pat Nixon
168,Bill Murray,David Eisenhower
32,Gilda Radner,Julie Nixon
156,John Belushi,Fred Silverman
191,Michael Palin,Margaret Thatcher
46,Dan Aykroyd,Jimmy Carter
190,John Belushi,Jimmy Hoffa
186,Gary Busey,Billy Carter
188,John Belushi,Menachim Begin
187,Jane Curtin,Jihan Sadat
105,Gilda Radner,Lillian Carter
189,Karen Roston,Aliza Arnold
184,Dan Aykroyd,David Doyle
183,Jane Curtin,Cheryl Ladd
185,Gilda Radner,Jaclyn Smith
61,Dan Aykroyd,Rod Serling
179,Dan Aykroyd,George Burns
177,Dan Aykroyd,Alfred Hitchcock
178,Bill Murray,Cesar Romero
181,Jane Curtin,Dolly Parton
180,Garrett Morris,Bob Marley
182,Laraine Newman,Olivia Newton-John
16,Dan Aykroyd,Eliot Ness
103,Bill Murray,Richard Burton
118,John Belushi,Tip O'Neil
119,Bill Murray,Walter Mondale
173,Michael Palin,Adolf Hitler
175,John Belushi,Woody Hayes
174,Gilda Radner,Charleen Hayes
70,Laraine Newman,Amy Carter
171,Dan Aykroyd,Clark Gable
95,Jane Curtin,Joan Crawford
113,Bill Murray,Cary Grant
114,Laraine Newman,Katharine Hepburn
172,John Belushi,Steve Rubell
169,Dan Aykroyd,Julia Child
135,Gilda Radner,Valerie Harper
81,Dan Aykroyd,Vincent Price
164,Garrett Morris,Chubby Checker
165,Bill Murray,Frankie Avalon
116,Gilda Radner,Annette Funicello
166,Carrie Fisher,Linda Blair
167,Garrett Morris,Mickey Rivers
162,John Belushi,Elizabeth Taylor
163,Laraine Newman,Jean Marsh
160,John Belushi,Franklin Roosevelt
159,Jane Curtin,Eleanor Roosevelt
161,Garrett Morris,Diana Ross
158,Brian Doyle-Murray,Sid Vicious
157,Laraine Newman,Anne Beverly
153,Garrett Morris,James Meredith
64,Gilda Radner,Patricia Hearst
154,Alan Zweibel,Gary Morton
31,John Belushi,Henry Kissinger
137,Garrett Morris,Leon Spinks
149,Michael Sarrazin,"Peter Fonda , Josh Ramsey"
147,John Belushi,Yasser Arafat
146,Jane Curtin,Vanessa Redgrave
148,Michael Palin,Orson Welles
59,Jane Curtin,Maureen Dean
78,John Belushi,Robert Blake
144,Garrett Morris,Richard Pryor
134,Bill Murray,Tony Orlando
143,Gilda Radner,Claudine Longet
140,Gilda Radner,Charlie Chaplin
141,John Belushi,Richard Daley
142,Dan Aykroyd,Paul Stanley
127,John Belushi,Babe Ruth
128,Garrett Morris,Hank Aaron
130,John Belushi,"Ed Asner , Yasser Arafat"
131,Jane Curtin,"Helen Hayes , Eva Dobrick"
133,Garrett Morris,"Sherman Hemsley , Anwar Sadat"
129,Laraine Newman,"Debbie Boone , Lynn the stewardess"
139,Jane Curtin,Phyllis George
136,Bill Murray,Brent Musburger
80,Laraine Newman,Sandy Duncan
138,Gilda Radner,Marie Osmond
122,Garrett Morris,Tina Turner
123,Robert Klein,"Jerry Lewis , Melvin"
120,Bill Murray,Richard Dawson
117,Bill Murray,Eric Sevareid
72,Gilda Radner,Jackie Onassis
13,John Belushi,Marlon Brando
115,Garrett Morris,Ella Fitzgerald
112,Gilda Radner,Nadia Comaneci
109,Madeline Kahn,Bianca Jagger
92,John Belushi,Truman Capote
111,Jane Curtin,Grace Kelly
110,Laraine Newman,Margaret Trudeau
107,John Belushi,Bert Lance
108,John Belushi,Roy Orbison
106,Buck Henry,Charles Lindbergh
10,Dan Aykroyd,Ricardo Montalban
100,John Belushi,Cesar Romero
101,Bill Murray,Fernando Lamas
102,John Belushi,Elvis Presley
104,John Belushi,Sun Myung Moon
96,Jeanette Charles,Queen Elizabeth
97,Eric Idle,David Frost
99,John Belushi,Hermann Goering
94,John Belushi,Leonid Brezhnev
48,Garrett Morris,Andrew Young
36,Laraine Newman,Lina Wertmuller
93,John Belushi,George Wallace
91,John Belushi,Sanjay Gandhi
90,Garrett Morris,Morarji Desai
22,Laraine Newman,Indira Gandhi
43,Garrett Morris,Idi Amin
87,John Belushi,Jack Kerouac
88,Broderick Crawford,J. Edgar Hoover
89,Laraine Newman,Julie Nixon
84,Sissy Spacek,Amy Carter
85,Garrett Morris,Mary Fitzpatrick
86,Garrett Morris,Muhammad Ali
73,John Belushi,Vasiliy Alekseyev
75,Lily Tomlin,Farrah Fawcett
79,Jane Curtin,Rose Marie
76,Al Franken,George Jessel
77,Bill Murray,Hal Linden
74,Gilda Radner,Charo
82,Garrett Morris,Alex Haley
66,Laraine Newman,Barbra Streisand
67,John Belushi,Dino De Laurentiis
68,Ruth Gordon,Lillian Carter
69,Laraine Newman,Howard Hughes
65,Dan Aykroyd,Randolph Hearst
63,Jane Curtin,Catherine Campbell
62,Laraine Newman,Anne Hearst
58,Dick Cavett,John Dean
60,Gilda Radner,Rose Mary Woods
57,Bruce McCall,Anthony Lewis
56,Alan Zweibel,Roger Smith
53,John Belushi,Ed Ames
2,John Belushi,Joe Cocker
54,Garrett Morris,Ken Norton
50,Norman Lear,Charles W. Robinson
51,Dan Aykroyd,Ian Smith
52,Garrett Morris,Joshua Nkomo
49,Lily Tomlin,Ruth Clusen
47,Garrett Morris,Jesse Owens
44,Jane Curtin,Sandra Good
1,Laraine Newman,Squeaky Fromme
45,Gilda Radner,Olga Korbut
38,Dan Aykroyd,"DeForest Kelley , Dr. McCoy"
41,John Belushi,"William Shatner , Captain Kirk"
40,Chevy Chase,"Leonard Nimoy , Mr. Spock"
37,Doris Powell,"Nichelle Nichols , Uhura"
39,Akira Yoshimura,"George Takei , Mr. Sulu"
42,Laraine Newman,Shirley Temple
29,Chevy Chase,Ronald Reagan
33,Madeline Kahn,Pat Nixon
30,Chevy Chase,David Eisenhower
28,Raquel Welch,Jane Russell
27,Dan Aykroyd,Howard Hughes
19,Dan Aykroyd,Sigmund Freud
18,Laraine Newman,Anna Freud
21,Jill Clayburgh,Isadora Duncan
20,Gilda Radner,Eleonora Duse
23,John Belushi,Jawaharlal Nehru
25,Jill Clayburgh,Carole Lombard
24,Jane Curtin,Betty Grable
12,Garrett Morris,Rubin Carter
15,Garrett Morris,Louis Armstrong
17,George Coe,Walter Winchell
14,Peter Boyle,Marlon Brando
8,Buck Henry,Ron Nessen
7,Candice Bergen,Grace Kelly
5,Chevy Chase,Greg Allman
6,John Belushi,Sam Peckinpah
4,Candice Bergen,Catherine Deneuve
