,index,sid,eid,tid,aid,actorType
0,73,2.0,12.0,197701221.0,Bob Dryden,cameo
1,75,2.0,12.0,197701221.0,JoBe,cast
2,77,2.0,12.0,197701221.0,JaCu,cast
3,79,2.0,12.0,197701221.0,LoMi,crew
4,81,2.0,12.0,197701221.0,GiRa,cast
5,86,3.0,20.0,197805201.0,DaAy,cast
6,88,3.0,20.0,197805201.0,BrDM,cast
7,90,3.0,20.0,197805201.0,GaMo,cast
8,92,3.0,19.0,197805131.0,DaAy,cast
9,93,3.0,19.0,197805131.0,JoBe,cast
10,95,3.0,19.0,197805131.0,BoCr,crew
11,97,3.0,19.0,197805131.0,BiMu,cast
12,98,3.0,19.0,197805131.0,GiRa,cast
13,100,4.0,20.0,197905261.0,JoBe,cast
14,101,4.0,20.0,197905261.0,JaCu,cast
15,103,4.0,20.0,197905261.0,HeRi,crew
16,105,4.0,20.0,197905261.0,WaWi,crew
17,106,4.0,20.0,197905261.0,WaWi,crew
18,108,6.0,8.0,198101241.0,JoPi,cast
19,110,6.0,8.0,198101241.0,AnRi,cast
20,112,6.0,8.0,198101241.0,CaRo,cast
21,115,6.0,13.0,198104111.0,Chevy Chase,cameo
22,117,6.0,13.0,198104111.0,DeDi,cast
23,119,7.0,13.0,198202271.0,BrDM,cast
24,120,7.0,13.0,198202271.0,JoPi,cast
25,122,3.0,18.0,197804221.0,DaAy,cast
26,123,3.0,18.0,197804221.0,JoBe,cast
27,124,3.0,18.0,197804221.0,BoCr,crew
28,126,3.0,18.0,197804221.0,LeDG,crew
29,128,3.0,18.0,197804221.0,ChHa,crew
30,130,3.0,18.0,197804221.0,HwJo,crew
31,132,4.0,20.0,197905261.0,WaWi,crew
32,134,4.0,20.0,197905261.0,DaWi,crew
33,136,3.0,18.0,197804221.0,BeJo,crew
34,138,3.0,18.0,197804221.0,StJo,crew
35,140,3.0,18.0,197804221.0,ToMa,crew
36,142,3.0,18.0,197804221.0,LoMa,crew
37,144,3.0,18.0,197804221.0,AlPR,crew
38,146,3.0,18.0,197804221.0,PaSh,cast
39,148,3.0,18.0,197804221.0,HwSh,crew
40,150,3.0,18.0,197804221.0,MrSm,crew
41,152,7.0,19.0,198205151.0,JoPi,cast
42,155,7.0,20.0,198205221.0,Olivia Newton-John,host
43,157,7.0,20.0,198205221.0,RoDu,cast
44,160,7.0,18.0,198204241.0,Robert Culp,host
45,162,7.0,18.0,198204241.0,TiKa,cast
46,164,7.0,18.0,198204241.0,NeLe,crew
47,166,7.0,18.0,198204241.0,EdMu,cast
48,167,7.0,18.0,198204241.0,JoPi,cast
49,170,7.0,17.0,198204171.0,Johnny Cash,host
50,171,7.0,17.0,198204171.0,RoDu,cast
51,172,7.0,17.0,198204171.0,TiKa,cast
52,174,7.0,17.0,198204171.0,NeLy,crew
53,177,8.0,20.0,198305141.0,Ed Koch,host
54,179,8.0,18.0,198304161.0,EdMu,cast
55,181,8.0,19.0,198305071.0,JoPi,cast
56,184,8.0,17.0,198304091.0,RoDu,cast
57,186,8.0,17.0,198304091.0,JuLD,cast
58,187,8.0,17.0,198304091.0,JoPi,cast
59,196,8.0,16.0,198303191.0,EdMu,cast
60,197,8.0,16.0,198303191.0,EdMu,cast
61,198,8.0,16.0,198303191.0,JoPi,cast
62,200,8.0,16.0,198303191.0,AnSm,crew
63,210,8.0,15.0,198303121.0,TiKa,cast
64,212,8.0,15.0,198303121.0,GaKr,cast
65,213,8.0,15.0,198303121.0,JuLD,cast
66,216,8.0,14.0,198302261.0,Beau Bridges,host
67,218,8.0,14.0,198302261.0,Jeff Bridges,host
68,219,8.0,9.0,198212111.0,EdMu,cast
69,222,8.0,13.0,198302191.0,Howard Hesseman,host
70,224,8.0,14.0,198302261.0,AnMu,crew
71,227,8.0,12.0,198302051.0,Sid Caesar,host
72,229,8.0,10.0,198301221.0,Lily Tomlin,host
73,231,8.0,10.0,198301221.0,MaGr,cast
74,232,8.0,10.0,198301221.0,TiKa,cast
75,233,8.0,10.0,198301221.0,GaKr,cast
76,234,8.0,10.0,198301221.0,EdMu,cast
77,236,8.0,10.0,198301221.0,ClSm,crew
78,239,8.0,13.0,198302191.0,Milan Melvin,cameo
79,240,8.0,13.0,198302191.0,MaGr,cast
80,241,8.0,13.0,198302191.0,TiKa,cast
81,242,8.0,13.0,198302191.0,EdMu,cast
82,243,8.0,13.0,198302191.0,JoPi,cast
83,245,8.0,12.0,198302051.0,RoDu,cast
84,246,8.0,12.0,198302051.0,MaGr,cast
85,248,8.0,12.0,198302051.0,BrHa,cast
86,249,8.0,12.0,198302051.0,TiKa,cast
87,250,8.0,12.0,198302051.0,GaKr,cast
88,251,8.0,12.0,198302051.0,JuLD,cast
89,252,8.0,12.0,198302051.0,EdMu,cast
90,253,8.0,12.0,198302051.0,JoPi,cast
91,257,8.0,6.0,198211131.0,Robert Blake,host
92,259,8.0,6.0,198211131.0,Merv Griffin,cameo
93,260,8.0,6.0,198211131.0,JuLD,cast
94,261,8.0,6.0,198211131.0,JoPi,cast
95,262,8.0,6.0,198211131.0,JoPi,cast
96,265,8.0,5.0,198210301.0,Michael Keaton,host
97,267,8.0,5.0,198210301.0,Michael Palin,guest
98,269,8.0,5.0,198210301.0,JoDi,crew
99,270,8.0,5.0,198210301.0,GaKr,cast
100,273,8.0,7.0,198211201.0,Drew Barrymore,host
101,274,8.0,7.0,198211201.0,RoDu,cast
102,275,8.0,7.0,198211201.0,MaGr,cast
103,276,8.0,7.0,198211201.0,BrHa,cast
104,277,8.0,7.0,198211201.0,TiKa,cast
105,278,8.0,7.0,198211201.0,GaKr,cast
106,279,8.0,7.0,198211201.0,JuLD,cast
107,280,8.0,7.0,198211201.0,EdMu,cast
108,281,8.0,7.0,198211201.0,JoPi,cast
109,283,8.0,2.0,198210021.0,MaGr,cast
110,284,8.0,2.0,198210021.0,JoPi,cast
111,286,8.0,4.0,198210231.0,Howard Hesseman,host
112,287,8.0,4.0,198210231.0,Milan Melvin,cameo
113,289,8.0,4.0,198210231.0,Susan Saint James,cameo
114,290,8.0,4.0,198210231.0,JoDi,crew
115,291,8.0,4.0,198210231.0,RoDu,cast
116,292,8.0,5.0,198210301.0,EdMu,cast
117,294,8.0,4.0,198210231.0,MaGr,cast
118,295,8.0,4.0,198210231.0,TiKa,cast
119,296,8.0,4.0,198210231.0,GaKr,cast
120,297,8.0,4.0,198210231.0,AnMu,crew
121,298,8.0,4.0,198210231.0,EdMu,cast
122,299,8.0,4.0,198210231.0,JoPi,cast
123,301,8.0,1.0,198209251.0,Chevy Chase,host
124,311,7.0,16.0,198204101.0,Daniel J. Travanti,host
125,312,7.0,16.0,198204101.0,EdMu,cast
126,314,7.0,16.0,198204101.0,ToRo,cast
127,323,7.0,15.0,198203271.0,JoPi,cast
128,327,7.0,14.0,198203201.0,Robert Urich,host
129,328,7.0,14.0,198203201.0,RoDu,cast
130,329,7.0,14.0,198203201.0,MaGr,cast
131,330,7.0,14.0,198203201.0,JoPi,cast
132,333,7.0,12.0,198202201.0,Bruce Dern,host
133,334,7.0,12.0,198202201.0,JoDi,crew
134,336,7.0,12.0,198202201.0,ChEb,cast
135,338,7.0,10.0,198201301.0,John Madden,host
136,339,7.0,10.0,198201301.0,BrDM,cast
137,340,7.0,12.0,198202201.0,MaGr,cast
138,341,7.0,12.0,198202201.0,TiKa,cast
139,342,7.0,10.0,198201301.0,TiKa,cast
140,343,7.0,10.0,198201301.0,EdMu,cast
141,344,7.0,10.0,198201301.0,JoPi,cast
142,345,7.0,12.0,198202201.0,EdMu,cast
143,346,7.0,12.0,198202201.0,ToRo,cast
144,348,7.0,10.0,198201301.0,ToRo,cast
145,351,7.0,11.0,198202061.0,JoPi,cast
146,356,7.0,4.0,198110311.0,Donald Pleasence,host
147,358,7.0,4.0,198110311.0,John Belushi,cameo
148,359,7.0,4.0,198110311.0,EdMu,cast
149,364,7.0,3.0,198110171.0,George Kennedy,host
150,366,7.0,3.0,198110171.0,Regis Philbin,cameo
151,368,7.0,3.0,198110171.0,Ron Howard,cameo
152,369,7.0,3.0,198110171.0,ChEb,cast
153,371,7.0,3.0,198110171.0,PeFa,crew
154,373,7.0,3.0,198110171.0,PhHy,crew
155,374,7.0,3.0,198110171.0,JoPi,cast
156,375,7.0,3.0,198110171.0,HeRi,crew
157,376,7.0,3.0,198110171.0,DaWi,crew
158,380,6.0,12.0,198103071.0,Bill Murray,host
159,381,6.0,12.0,198103071.0,DeDi,cast
160,383,6.0,12.0,198103071.0,GiGo,cast
161,385,6.0,12.0,198103071.0,GaMa,cast
162,386,6.0,12.0,198103071.0,EdMu,cast
163,387,6.0,12.0,198103071.0,JoPi,cast
164,388,6.0,12.0,198103071.0,AnRi,cast
165,389,6.0,12.0,198103071.0,CaRo,cast
166,393,6.0,11.0,198102211.0,Marc Weiner,cameo
167,394,6.0,11.0,198102211.0,JoPi,cast
168,409,6.0,10.0,198102141.0,MaLa,cast
169,410,6.0,10.0,198102141.0,JoPi,cast
170,411,6.0,10.0,198102141.0,CaRo,cast
171,413,6.0,10.0,198102141.0,PaWe,cast
172,426,6.0,9.0,198102071.0,GaMa,cast
173,427,6.0,9.0,198102071.0,AnMu,crew
174,428,6.0,9.0,198102071.0,CaRo,cast
175,430,6.0,9.0,198102071.0,TeSw,cast
176,432,6.0,9.0,198102071.0,LiWe,crew
177,435,6.0,6.0,198101101.0,MaLa,cast
178,436,6.0,6.0,198101101.0,EdMu,cast
179,437,6.0,6.0,198101101.0,JoPi,cast
180,438,6.0,6.0,198101101.0,CaRo,cast
181,441,6.0,5.0,198012201.0,DoPa,crew
182,442,6.0,5.0,198012201.0,JoPi,cast
183,443,6.0,5.0,198012201.0,AnRi,cast
184,446,6.0,7.0,198101171.0,DeDi,cast
185,447,6.0,7.0,198101171.0,MaLa,cast
186,448,6.0,7.0,198101171.0,JoPi,cast
187,449,6.0,7.0,198101171.0,AnRi,cast
188,450,6.0,7.0,198101171.0,PaWe,cast
189,454,6.0,2.0,198011221.0,DeDi,cast
190,455,6.0,2.0,198011221.0,GiGo,cast
191,456,6.0,2.0,198011221.0,AnMu,crew
192,457,6.0,2.0,198011221.0,JoPi,cast
193,458,6.0,2.0,198011221.0,CaRo,cast
194,460,6.0,3.0,198012061.0,CaRo,cast
195,462,6.0,4.0,198012131.0,DeDi,cast
196,463,6.0,4.0,198012131.0,GaMa,cast
197,464,6.0,4.0,198012131.0,CaRo,cast
198,471,6.0,1.0,198011151.0,Elliott Gould,host
199,472,6.0,1.0,198011151.0,DeDi,cast
200,473,6.0,1.0,198011151.0,GiGo,cast
201,474,6.0,1.0,198011151.0,GaMa,cast
202,475,6.0,1.0,198011151.0,JoPi,cast
203,477,6.0,1.0,198011151.0,AnRi,cast
204,478,6.0,1.0,198011151.0,CaRo,cast
205,480,4.0,19.0,197905191.0,DaAy,cast
206,481,4.0,19.0,197905191.0,JoBe,cast
207,482,4.0,19.0,197905191.0,JaCu,cast
208,483,4.0,19.0,197905191.0,GaMo,cast
209,484,4.0,19.0,197905191.0,BiMu,cast
210,486,4.0,19.0,197905191.0,LaNe,cast
211,489,4.0,17.0,197904141.0,DaAy,cast
212,490,4.0,17.0,197904141.0,JoBe,cast
213,491,4.0,17.0,197904141.0,GaMo,cast
214,492,4.0,17.0,197904141.0,BiMu,cast
215,497,4.0,16.0,197904071.0,Marvin Goldhar,cameo
216,498,4.0,16.0,197904071.0,DaAy,cast
217,499,4.0,16.0,197904071.0,JaCu,cast
218,500,4.0,16.0,197904071.0,JoDi,crew
219,501,4.0,16.0,197904071.0,GaMo,cast
220,502,4.0,16.0,197904071.0,LaNe,cast
221,508,4.0,12.0,197902171.0,DaAy,cast
222,509,4.0,12.0,197902171.0,JoBe,cast
223,510,4.0,12.0,197902171.0,JaCu,cast
224,511,4.0,18.0,197905121.0,JoBe,cast
225,513,4.0,12.0,197902171.0,BrDM,cast
226,514,4.0,12.0,197902171.0,GaMo,cast
227,515,4.0,12.0,197902171.0,BiMu,cast
228,516,4.0,12.0,197902171.0,LaNe,cast
229,517,4.0,12.0,197902171.0,GiRa,cast
230,523,4.0,14.0,197903101.0,Gary Busey,host
231,524,4.0,14.0,197903101.0,JoBe,cast
232,525,4.0,14.0,197903101.0,JaCu,cast
233,528,4.0,13.0,197902241.0,Kate Jackson,host
234,529,4.0,13.0,197902241.0,DaAy,cast
235,530,4.0,13.0,197902241.0,JoBe,cast
236,531,4.0,14.0,197903101.0,JiDo,cast
237,532,4.0,14.0,197903101.0,BrDM,cast
238,533,4.0,14.0,197903101.0,GaMo,cast
239,534,4.0,14.0,197903101.0,LaNe,cast
240,536,4.0,14.0,197903101.0,RoSu,crew
241,538,4.0,14.0,197903101.0,AlZw,cast
242,539,4.0,10.0,197901271.0,DaAy,cast
243,540,4.0,10.0,197901271.0,JoBe,cast
244,542,4.0,10.0,197901271.0,ToDa,cast
245,543,4.0,10.0,197901271.0,BiMu,cast
246,544,4.0,13.0,197902241.0,JaCu,cast
247,545,4.0,13.0,197902241.0,BiMu,cast
248,546,4.0,13.0,197902241.0,GiRa,cast
249,552,4.0,9.0,197812161.0,DaAy,cast
250,553,4.0,9.0,197812161.0,LaNe,cast
251,555,4.0,15.0,197903171.0,DaAy,cast
252,557,4.0,15.0,197903171.0,AnBe,crew
253,558,4.0,15.0,197903171.0,JoBe,cast
254,559,4.0,15.0,197903171.0,JaCu,cast
255,561,4.0,15.0,197903171.0,LeMa,crew
256,562,4.0,15.0,197903171.0,AnMu,crew
257,563,4.0,15.0,197903171.0,BiMu,cast
258,565,4.0,15.0,197903171.0,NiNi,crew
259,566,4.0,15.0,197903171.0,GiRa,cast
260,567,4.0,15.0,197903171.0,LiWe,crew
261,570,4.0,11.0,197902101.0,JoBe,cast
262,571,4.0,11.0,197902101.0,JaCu,cast
263,572,4.0,11.0,197902101.0,GiRa,cast
264,573,4.0,7.0,197812021.0,JoBe,cast
265,574,4.0,7.0,197812021.0,GiRa,cast
266,579,4.0,6.0,197811181.0,Tom Scott,cameo
267,580,4.0,6.0,197811181.0,DaAy,cast
268,581,4.0,6.0,197811181.0,JoBe,cast
269,582,4.0,6.0,197811181.0,StJo,crew
270,583,4.0,6.0,197811181.0,ToMa,crew
271,584,4.0,6.0,197811181.0,LoMa,crew
272,585,4.0,6.0,197811181.0,GaMo,cast
273,586,4.0,6.0,197811181.0,AlPR,crew
274,587,4.0,6.0,197811181.0,PaSh,cast
275,589,5.0,20.0,198005241.0,JiDo,cast
276,590,5.0,20.0,198005241.0,BiMu,cast
277,591,5.0,20.0,198005241.0,PaSh,cast
278,593,5.0,20.0,198005241.0,HaSh,cast
279,596,4.0,5.0,197811111.0,JaCu,cast
280,597,4.0,5.0,197811111.0,BrDM,cast
281,599,4.0,5.0,197811111.0,BiMc,crew
282,600,4.0,5.0,197811111.0,GaMo,cast
283,601,4.0,5.0,197811111.0,BiMu,cast
284,602,4.0,5.0,197811111.0,LaNe,cast
285,603,4.0,5.0,197811111.0,NiNi,crew
286,604,4.0,5.0,197811111.0,GiRa,cast
287,605,4.0,5.0,197811111.0,AlZw,cast
288,608,4.0,8.0,197812091.0,DaAy,cast
289,609,4.0,8.0,197812091.0,JaCu,cast
290,610,4.0,8.0,197812091.0,ToDa,cast
291,611,4.0,8.0,197812091.0,BiMu,cast
292,612,4.0,8.0,197812091.0,LaNe,cast
293,613,4.0,8.0,197812091.0,GiRa,cast
294,617,4.0,4.0,197811041.0,DaAy,cast
295,619,5.0,18.0,198005101.0,HwJo,crew
296,620,5.0,18.0,198005101.0,LoMa,crew
297,621,5.0,18.0,198005101.0,LaNe,cast
298,622,5.0,18.0,198005101.0,GiRa,cast
299,623,5.0,19.0,198005171.0,JaCu,cast
300,625,5.0,19.0,198005171.0,DoNo,cast
301,628,5.0,18.0,198005101.0,DaSa,crew
302,629,5.0,18.0,198005101.0,PaSh,cast
303,630,5.0,18.0,198005101.0,HaSh,cast
304,631,5.0,18.0,198005101.0,HwSh,crew
305,638,5.0,16.0,198004121.0,Burt Reynolds,host
306,639,5.0,16.0,198004121.0,JaCu,cast
307,640,5.0,16.0,198004121.0,GaMo,cast
308,641,5.0,16.0,198004121.0,LaNe,cast
309,642,5.0,16.0,198004121.0,GiRa,cast
310,647,5.0,14.0,198003151.0,John Belushi,cameo
311,649,5.0,14.0,198003151.0,Michael O'Donoghue,cameo
312,650,5.0,14.0,198003151.0,JaCu,cast
313,651,5.0,14.0,198003151.0,GaMo,cast
314,652,5.0,14.0,198003151.0,LaNe,cast
315,653,5.0,14.0,198003151.0,GiRa,cast
316,656,5.0,17.0,198004191.0,ToDa,cast
317,657,5.0,17.0,198004191.0,LaNe,cast
318,658,5.0,17.0,198004191.0,NiNi,crew
319,659,5.0,17.0,198004191.0,GiRa,cast
320,661,4.0,3.0,197810211.0,JoBe,cast
321,665,5.0,13.0,198003081.0,Rodney Dangerfield,host
322,666,5.0,13.0,198003081.0,JaCu,cast
323,667,5.0,13.0,198003081.0,DoNo,cast
324,671,4.0,2.0,197810141.0,BiMu,cast
325,673,4.0,2.0,197810141.0,KaRo,crew
326,676,5.0,11.0,198002161.0,JaCu,cast
327,677,5.0,11.0,198002161.0,BiMu,cast
328,678,5.0,11.0,198002161.0,DoNo,cast
329,681,4.0,1.0,197810071.0,DaAy,cast
330,682,4.0,1.0,197810071.0,BoCr,crew
331,683,4.0,1.0,197810071.0,JaCu,cast
332,684,4.0,1.0,197810071.0,LeDG,crew
333,685,4.0,1.0,197810071.0,ChHa,crew
334,686,4.0,1.0,197810071.0,BeJo,crew
335,687,4.0,1.0,197810071.0,StJo,crew
336,688,5.0,9.0,198001261.0,JaCu,cast
337,689,5.0,9.0,198001261.0,BiMu,cast
338,690,5.0,9.0,198001261.0,DoNo,cast
339,692,5.0,9.0,198001261.0,AkYo,crew
340,694,4.0,1.0,197810071.0,ToMa,crew
341,695,4.0,1.0,197810071.0,LoMa,crew
342,696,4.0,1.0,197810071.0,GaMo,cast
343,697,4.0,1.0,197810071.0,LaNe,cast
344,698,4.0,1.0,197810071.0,GiRa,cast
345,699,4.0,1.0,197810071.0,AlPR,crew
346,700,4.0,1.0,197810071.0,PaSh,cast
347,701,4.0,1.0,197810071.0,HwSh,crew
348,702,4.0,1.0,197810071.0,MrSm,crew
349,707,5.0,12.0,198002231.0,Kirk Douglas,host
350,709,5.0,12.0,198002231.0,Lucie Lancaster,cameo
351,710,5.0,12.0,198002231.0,AnBe,crew
352,711,5.0,12.0,198002231.0,BrDM,cast
353,713,5.0,12.0,198002231.0,ToGa,crew
354,714,5.0,12.0,198002231.0,LoMi,crew
355,716,5.0,12.0,198002231.0,MaPr,crew
356,717,5.0,12.0,198002231.0,GiRa,cast
357,727,5.0,8.0,197912221.0,ToDa,cast
358,729,5.0,8.0,197912221.0,AlFr,cast
359,730,5.0,8.0,197912221.0,GaMo,cast
360,731,5.0,8.0,197912221.0,BiMu,cast
361,732,5.0,8.0,197912221.0,LaNe,cast
362,733,5.0,8.0,197912221.0,DoNo,cast
363,734,5.0,7.0,197912151.0,JaCu,cast
364,735,5.0,7.0,197912151.0,BiMu,cast
365,736,5.0,7.0,197912151.0,LaNe,cast
366,737,5.0,7.0,197912151.0,GiRa,cast
367,738,5.0,5.0,197911171.0,LaNe,cast
368,739,5.0,5.0,197911171.0,HaSh,cast
369,742,5.0,4.0,197911101.0,Buck Henry,host
370,743,5.0,4.0,197911101.0,JaCu,cast
371,745,5.0,8.0,197912221.0,GiRa,cast
372,747,5.0,8.0,197912221.0,ToSc,cast
373,748,5.0,8.0,197912221.0,PaSh,cast
374,751,5.0,2.0,197910201.0,Buck Henry,cameo
375,752,5.0,2.0,197910201.0,JaCu,cast
376,753,5.0,2.0,197910201.0,ToDa,cast
377,755,5.0,2.0,197910201.0,WiDa,crew
378,756,5.0,2.0,197910201.0,LoMi,crew
379,759,5.0,4.0,197911101.0,YvHu,cast
380,761,5.0,4.0,197911101.0,MiLa,crew
381,762,5.0,4.0,197911101.0,BiMu,cast
382,763,5.0,4.0,197911101.0,SaPa,crew
383,764,5.0,4.0,197911101.0,MaPr,crew
384,765,5.0,4.0,197911101.0,AlZw,cast
385,767,5.0,6.0,197912081.0,PeAy,cast
386,768,5.0,6.0,197912081.0,JaCu,cast
387,769,5.0,6.0,197912081.0,ToDa,cast
388,770,5.0,6.0,197912081.0,GaMo,cast
389,771,5.0,6.0,197912081.0,LaNe,cast
390,772,5.0,6.0,197912081.0,GiRa,cast
391,773,5.0,6.0,197912081.0,PaSh,cast
392,775,5.0,2.0,197910201.0,SaPa,crew
393,776,5.0,2.0,197910201.0,MaPr,crew
394,777,5.0,2.0,197910201.0,GiRa,cast
395,778,5.0,2.0,197910201.0,ToSc,cast
396,779,5.0,2.0,197910201.0,RoSu,crew
397,780,5.0,2.0,197910201.0,HaSh,cast
398,781,5.0,2.0,197910201.0,AlZw,cast
399,786,5.0,3.0,197911031.0,PeAy,cast
400,787,5.0,3.0,197911031.0,JaCu,cast
401,788,5.0,3.0,197911031.0,ToDa,cast
402,789,5.0,3.0,197911031.0,JiDo,cast
403,790,5.0,3.0,197911031.0,ToGa,crew
404,791,5.0,3.0,197911031.0,GaMo,cast
405,792,5.0,3.0,197911031.0,BiMu,cast
406,793,5.0,3.0,197911031.0,LaNe,cast
407,794,5.0,3.0,197911031.0,MaPr,crew
408,795,5.0,3.0,197911031.0,LiWe,crew
409,829,3.0,17.0,197804151.0,DaAy,cast
410,830,3.0,17.0,197804151.0,LaNe,cast
411,835,3.0,16.0,197804081.0,DaAy,cast
412,836,3.0,16.0,197804081.0,JoBe,cast
413,837,3.0,16.0,197804081.0,JaCu,cast
414,838,3.0,16.0,197804081.0,GaMo,cast
415,839,3.0,16.0,197804081.0,BiMu,cast
416,840,3.0,16.0,197804081.0,LaNe,cast
417,845,3.0,15.0,197803251.0,JoBe,cast
418,846,3.0,15.0,197803251.0,BiMu,cast
419,847,3.0,15.0,197803251.0,GiRa,cast
420,857,3.0,14.0,197803181.0,GaMo,cast
421,862,3.0,10.0,197801281.0,BoCr,crew
422,863,3.0,10.0,197801281.0,JaCu,cast
423,864,3.0,10.0,197801281.0,LeDG,crew
424,865,3.0,10.0,197801281.0,ChHa,crew
425,866,3.0,9.0,197801211.0,DaAy,cast
426,867,3.0,9.0,197801211.0,JoBe,cast
427,868,3.0,8.0,197712171.0,Buck Henry,cameo
428,869,3.0,8.0,197712171.0,JoBe,cast
429,870,3.0,8.0,197712171.0,LaNe,cast
430,872,3.0,13.0,197803111.0,DaAy,cast
431,873,3.0,13.0,197803111.0,JoBe,cast
432,874,3.0,13.0,197803111.0,BiMu,cast
433,875,3.0,13.0,197803111.0,GiRa,cast
434,877,3.0,12.0,197802251.0,GiRa,cast
435,879,3.0,10.0,197801281.0,HwJo,crew
436,880,3.0,10.0,197801281.0,BeJo,crew
437,881,3.0,10.0,197801281.0,StJo,crew
438,882,3.0,10.0,197801281.0,ToMa,crew
439,883,3.0,10.0,197801281.0,LoMa,crew
440,884,3.0,10.0,197801281.0,GaMo,cast
441,885,3.0,9.0,197801211.0,ToDa,cast
442,886,3.0,9.0,197801211.0,BiMu,cast
443,888,3.0,10.0,197801281.0,LaNe,cast
444,890,3.0,10.0,197801281.0,MiOD,cast
445,891,3.0,10.0,197801281.0,GiRa,cast
446,892,3.0,10.0,197801281.0,AlPR,crew
447,893,3.0,10.0,197801281.0,PaSh,cast
448,894,3.0,10.0,197801281.0,HwSh,crew
449,895,3.0,10.0,197801281.0,MrSm,crew
450,900,3.0,6.0,197711191.0,Buck Henry,host
451,902,3.0,6.0,197711191.0,Connie Crawford,cameo
452,904,3.0,6.0,197711191.0,David Lewis,cameo
453,906,3.0,6.0,197711191.0,Deb Blair,cameo
454,908,3.0,6.0,197711191.0,Miskel Spillman,cameo
455,910,3.0,6.0,197711191.0,Richard Kneip,cameo
456,911,3.0,6.0,197711191.0,NeLe,crew
457,912,3.0,6.0,197711191.0,GaMo,cast
458,913,3.0,6.0,197711191.0,GiRa,cast
459,915,3.0,5.0,197711121.0,JoBe,cast
460,916,3.0,5.0,197711121.0,BiMu,cast
461,919,3.0,7.0,197712101.0,Mary Kay Place,host
462,920,3.0,7.0,197712101.0,DaAy,cast
463,921,3.0,7.0,197712101.0,JoBe,cast
464,922,3.0,7.0,197712101.0,JaCu,cast
465,923,3.0,7.0,197712101.0,GaMo,cast
466,924,3.0,7.0,197712101.0,BiMu,cast
467,925,3.0,7.0,197712101.0,LaNe,cast
468,927,3.0,4.0,197710291.0,Charles Grodin,host
469,928,3.0,4.0,197710291.0,JoBe,cast
470,929,3.0,4.0,197710291.0,JoDi,crew
471,930,3.0,4.0,197710291.0,GaMo,cast
472,931,3.0,4.0,197710291.0,GiRa,cast
473,932,3.0,3.0,197710151.0,LaNe,cast
474,934,3.0,7.0,197712101.0,GiRa,cast
475,938,3.0,2.0,197710081.0,DaAy,cast
476,939,3.0,2.0,197710081.0,JoBe,cast
477,940,3.0,2.0,197710081.0,JiDo,cast
478,941,3.0,2.0,197710081.0,AlFr,cast
479,942,3.0,2.0,197710081.0,MiLa,crew
480,943,3.0,2.0,197710081.0,NeLe,crew
481,944,3.0,2.0,197710081.0,AnMu,crew
482,945,3.0,2.0,197710081.0,BiMu,cast
483,946,3.0,2.0,197710081.0,ToSc,cast
484,947,3.0,2.0,197710081.0,AlZw,cast
485,953,3.0,1.0,197709241.0,DaAy,cast
486,954,3.0,1.0,197709241.0,JoBe,cast
487,1026,2.0,22.0,197705211.0,DaAy,cast
488,1027,2.0,22.0,197705211.0,LaNe,cast
489,1028,2.0,22.0,197705211.0,GiRa,cast
490,1033,2.0,21.0,197705141.0,Shelley Duvall,host
491,1034,2.0,21.0,197705141.0,JoBe,cast
492,1035,2.0,21.0,197705141.0,JaCu,cast
493,1036,2.0,21.0,197705141.0,LoMi,crew
494,1037,2.0,21.0,197705141.0,LaNe,cast
495,1038,2.0,21.0,197705141.0,GiRa,cast
496,1040,2.0,21.0,197705141.0,BVRy,crew
497,1045,2.0,14.0,197702261.0,Steve Martin,host
498,1046,2.0,14.0,197702261.0,JoBe,cast
499,1047,2.0,14.0,197702261.0,GaMo,cast
500,1048,2.0,14.0,197702261.0,BiMu,cast
501,1049,2.0,14.0,197702261.0,GiRa,cast
502,1052,2.0,20.0,197704231.0,Eric Idle,host
503,1053,2.0,20.0,197704231.0,BiMu,cast
504,1055,2.0,17.0,197703261.0,JoBe,cast
505,1056,2.0,17.0,197703261.0,BVRy,crew
506,1058,2.0,18.0,197704091.0,JaCu,cast
507,1059,2.0,18.0,197704091.0,GiRa,cast
508,1062,2.0,16.0,197703191.0,Linda Ronstadt,cameo
509,1063,2.0,16.0,197703191.0,JaCu,cast
510,1064,2.0,16.0,197703191.0,LaNe,cast
511,1065,2.0,16.0,197703191.0,GiRa,cast
512,1068,2.0,15.0,197703121.0,Sissy Spacek,host
513,1069,2.0,15.0,197703121.0,DaAy,cast
514,1070,2.0,15.0,197703121.0,JoBe,cast
515,1071,2.0,15.0,197703121.0,JaCu,cast
516,1072,2.0,15.0,197703121.0,PeFa,crew
517,1073,2.0,15.0,197703121.0,GaMo,cast
518,1074,2.0,15.0,197703121.0,BiMu,cast
519,1075,2.0,15.0,197703121.0,LaNe,cast
520,1076,2.0,15.0,197703121.0,DoPa,crew
521,1077,2.0,15.0,197703121.0,GiRa,cast
522,1078,2.0,15.0,197703121.0,HeRi,crew
523,1079,2.0,15.0,197703121.0,DaWi,crew
524,1082,2.0,13.0,197701291.0,Fran Tarkenton,host
525,1083,2.0,13.0,197701291.0,DaAy,cast
526,1084,2.0,13.0,197701291.0,JoBe,cast
527,1085,2.0,13.0,197701291.0,JaCu,cast
528,1086,2.0,13.0,197701291.0,ToDa,cast
