sid,eid,1,10,2,3,4,5,6,7,8,9,Aged 18-29,Aged 18-29_avg,Aged 30-44,Aged 30-44_avg,Aged 45+,Aged 45+_avg,Aged under 18,Aged under 18_avg,Females,Females Aged 18-29,Females Aged 18-29_avg,Females Aged 30-44,Females Aged 30-44_avg,Females Aged 45+,Females Aged 45+_avg,Females under 18,Females under 18_avg,Females_avg,IMDb staff,IMDb staff_avg,IMDb users,IMDb users_avg,Males,Males Aged 18-29,Males Aged 18-29_avg,Males Aged 30-44,Males Aged 30-44_avg,Males Aged 45+,Males Aged 45+_avg,Males under 18,Males under 18_avg,Males_avg,Non-US users,Non-US users_avg,Top 1000 voters,Top 1000 voters_avg,US users,US users_avg
39,5,6,37,1,0,3,14,9,26,56,27,66,8.1,59,7.4,23,7.2,2,10.0,26.0,9,8.3,8,8.1,5,7.8,1,10.0,8.4,0,,179,7.7,126.0,55,8.0,49,7.2,18,7.1,0,,7.5,67,7.5,31,7.5,65,7.5
39,2,21,20,5,3,9,15,43,50,28,21,88,6.6,68,6.3,28,6.3,1,9.0,40.0,20,6.8,13,7.3,3,5.7,1,9.0,7.2,0,,215,6.4,149.0,66,6.5,54,6.0,25,6.3,0,,6.3,72,6.3,33,6.3,87,6.5
39,4,3,21,1,2,4,14,23,41,33,20,62,7.6,47,6.9,25,7.3,1,10.0,27.0,11,6.6,9,7.1,4,6.5,1,10.0,7.1,0,,162,7.3,111.0,49,7.7,37,6.8,21,7.3,0,,7.3,60,7.2,30,7.0,56,7.2
39,3,6,11,2,6,12,16,34,47,23,10,61,6.5,61,6.5,23,6.7,1,8.0,25.0,10,6.8,10,7.2,3,7.3,1,8.0,7.0,0,,167,6.5,120.0,49,6.3,49,6.4,20,6.6,0,,6.5,62,6.5,29,6.7,63,6.6
38,21,6,29,0,3,4,5,10,25,28,14,43,8.1,41,7.2,19,7.1,1,8.0,22.0,12,7.9,6,7.5,3,7.7,0,,7.8,0,,124,7.6,82.0,29,8.0,34,7.1,16,7.0,1,8.0,7.4,46,7.9,25,6.8,47,7.2
38,20,7,30,0,1,3,6,11,34,24,7,46,8.0,43,7.0,15,7.0,0,,25.0,10,6.6,9,7.1,3,8.0,0,,7.1,0,,123,7.3,81.0,34,8.3,33,6.9,12,6.7,0,,7.4,42,7.7,30,7.1,47,7.1
38,19,4,27,0,0,3,8,12,28,28,15,47,8.0,49,7.5,15,7.1,0,,24.0,9,7.5,12,7.3,2,7.5,0,,7.3,0,,125,7.6,87.0,36,8.1,36,7.5,13,7.1,0,,7.6,51,7.7,29,7.4,47,7.5
38,18,9,6,3,3,12,25,15,11,6,1,28,5.7,37,5.7,12,5.2,0,,19.0,6,5.0,9,4.8,3,6.0,0,,4.8,0,,91,5.3,59.0,20,5.5,27,5.9,9,5.1,0,,5.6,31,5.6,23,5.9,37,5.4
38,16,9,101,0,3,0,3,9,23,48,62,102,9.0,83,8.3,31,8.3,1,9.0,69.0,36,8.9,19,8.9,9,8.6,0,,9.0,0,,258,8.6,157.0,63,9.1,62,8.1,22,8.1,1,9.0,8.5,85,8.8,34,7.4,91,8.3
38,15,10,18,3,2,4,12,29,28,20,7,51,7.1,51,5.8,16,6.7,0,,28.0,14,6.0,10,5.2,3,7.7,0,,5.9,0,,133,6.5,91.0,35,7.6,40,5.9,13,6.4,0,,6.7,37,6.4,27,6.2,58,6.7
38,17,6,28,2,1,2,6,20,32,17,13,41,7.7,45,7.1,19,6.9,0,,27.0,8,6.4,12,7.4,5,8.6,0,,7.4,0,,127,7.3,81.0,31,8.0,32,7.0,14,6.6,0,,7.3,45,7.1,27,7.5,48,7.4
38,13,62,31,6,16,15,21,21,17,10,3,57,4.7,65,4.5,26,3.5,0,,42.0,17,4.6,13,5.9,3,4.3,0,,5.1,0,,202,4.3,119.0,38,4.7,51,4.2,23,3.5,0,,4.1,55,4.5,31,5.0,65,4.3
38,14,7,37,1,1,5,10,24,38,28,19,63,7.7,56,6.6,26,7.2,0,,39.0,20,7.5,14,7.4,3,8.7,0,,7.5,0,,170,7.2,108.0,41,7.6,41,6.4,22,6.9,0,,6.9,55,7.1,31,7.1,64,7.0
38,12,9,23,3,0,10,12,30,31,21,9,54,7.3,55,6.0,18,6.0,0,,45.0,21,7.1,16,6.0,4,5.8,0,,6.7,0,,148,6.6,84.0,31,7.4,37,5.9,14,6.2,0,,6.5,51,6.9,30,6.4,54,6.3
38,11,7,36,0,4,8,14,30,44,33,10,80,7.3,58,6.5,20,7.0,0,,50.0,33,7.2,11,6.3,2,8.0,0,,7.1,0,,186,7.0,109.0,45,7.2,46,6.6,18,6.9,0,,6.9,68,6.9,30,6.7,66,6.8
38,10,3,35,1,0,1,8,18,26,43,17,45,8.0,59,7.5,33,7.9,0,,27.0,12,6.9,12,7.5,2,8.5,0,,7.6,0,,152,7.8,108.0,31,8.0,45,7.6,31,7.9,0,,7.8,52,7.7,34,7.5,69,7.8
38,8,6,29,1,3,12,14,26,35,24,5,56,7.1,54,6.2,19,6.6,0,,44.0,24,7.3,9,7.4,5,7.7,0,,7.6,0,,155,6.7,85.0,29,6.8,42,5.9,14,6.3,0,,6.2,44,6.9,32,6.1,61,6.5
38,9,5,20,3,8,5,8,23,28,19,8,46,7.8,52,6.5,19,5.5,0,,25.0,12,8.3,6,6.9,5,5.2,0,,7.2,0,,127,6.7,90.0,32,7.6,44,6.5,14,5.7,0,,6.7,43,7.7,30,6.6,55,6.1
38,7,8,31,0,0,2,9,20,35,47,16,62,8.0,65,7.3,18,7.1,1,10.0,35.0,20,8.0,10,7.2,4,6.0,0,,7.6,0,,168,7.6,113.0,40,8.0,53,7.3,14,7.1,1,10.0,7.5,65,7.7,35,7.3,62,7.4
38,6,7,40,2,1,2,10,19,46,41,18,73,7.7,66,7.3,24,7.5,1,8.0,29.0,15,7.4,9,7.4,4,7.5,0,,7.6,0,,186,7.6,135.0,56,7.8,56,7.3,20,7.6,1,8.0,7.5,71,7.8,41,7.2,71,7.3
38,5,6,38,0,1,1,13,20,44,28,19,61,7.9,60,7.2,23,6.9,0,,40.0,21,8.2,13,7.9,4,8.8,0,,8.1,0,,170,7.5,107.0,38,7.7,47,7.0,19,6.7,0,,7.1,54,7.6,32,6.8,64,7.0
38,3,5,15,1,4,8,21,47,27,12,4,55,6.7,57,5.9,20,6.2,0,,29.0,15,6.2,10,5.9,3,7.3,0,,6.1,0,,144,6.3,103.0,38,6.9,47,5.9,17,6.1,0,,6.3,51,6.5,34,6.3,61,5.9
38,4,3,16,1,1,4,12,34,38,16,7,43,7.1,58,6.4,21,7.5,0,,30.0,15,7.5,11,7.2,3,9.0,0,,7.6,0,,132,6.9,92.0,26,6.7,47,6.3,18,7.2,0,,6.6,48,7.0,34,7.0,59,6.7
40,17,5,30,0,2,2,7,18,48,36,11,57,7.8,51,7.1,23,7.4,0,,20.0,8,7.7,6,7.6,3,7.7,0,,7.6,0,,159,7.5,113.0,47,7.7,45,7.0,19,7.3,0,,7.3,52,7.3,28,7.0,61,7.1
38,2,7,33,1,3,9,10,33,48,25,14,71,7.6,69,6.7,19,6.8,0,,44.0,22,7.8,13,7.8,4,7.5,0,,7.7,0,,183,7.1,122.0,47,7.4,55,6.4,15,6.6,0,,6.8,61,7.3,44,6.7,79,6.8
40,20,4,9,1,3,6,12,36,22,13,1,37,6.5,32,5.9,18,6.8,1,8.0,19.0,6,7.8,5,5.3,3,7.0,0,,6.9,0,,107,6.4,74.0,29,6.2,27,5.9,15,6.8,1,8.0,6.3,35,6.6,26,6.3,43,6.1
40,19,5,12,1,0,7,13,33,35,11,5,45,6.8,42,6.3,18,6.8,0,,21.0,8,7.9,7,6.6,3,7.0,0,,7.2,0,,122,6.6,87.0,34,6.6,35,6.2,15,6.7,0,,6.4,46,6.5,29,6.4,47,6.5
40,18,13,14,4,3,12,19,28,23,10,3,39,6.5,45,5.3,21,6.2,0,,21.0,6,7.8,7,6.3,5,7.2,0,,6.9,0,,129,5.8,88.0,30,6.1,38,5.1,16,6.0,0,,5.6,41,5.9,26,6.2,53,5.7
40,16,3,41,1,0,2,3,13,28,58,30,68,8.2,55,7.9,24,7.7,1,10.0,24.0,6,8.4,12,7.7,3,9.0,0,,8.1,0,,179,8.1,130.0,60,8.1,43,8.0,20,7.6,1,10.0,8.0,65,7.8,30,7.7,66,8.1
40,14,9,14,4,5,6,18,37,28,15,5,49,6.1,47,6.2,21,7.2,0,,22.0,10,6.4,7,6.5,2,8.5,0,,6.7,0,,141,6.3,97.0,37,6.0,39,6.0,19,7.1,0,,6.2,52,6.1,27,6.1,50,6.6
40,12,13,17,5,7,12,25,36,20,7,3,41,5.7,48,5.8,27,6.3,1,10.0,23.0,9,6.1,7,6.8,5,7.5,0,,6.7,0,,145,5.9,98.0,30,5.5,40,5.7,22,6.0,1,10.0,5.7,39,5.6,26,6.0,61,6.0
40,10,5,33,2,2,3,9,27,53,21,5,55,7.7,47,6.8,27,6.8,0,,23.0,10,8.4,5,6.5,5,8.4,0,,7.8,0,,160,7.2,108.0,42,7.5,41,6.9,22,6.5,0,,7.0,52,7.0,26,6.8,52,7.1
40,15,4,24,0,1,2,11,17,44,36,13,54,7.7,45,7.1,25,7.5,1,7.0,27.0,11,8.9,8,7.5,3,8.3,0,,8.1,0,,152,7.4,100.0,40,7.4,37,7.0,20,7.3,1,7.0,7.2,53,7.3,27,7.2,55,7.3
40,13,4,15,0,2,1,5,19,46,39,15,48,7.7,49,7.0,22,7.5,0,,14.0,6,7.6,3,7.3,2,8.0,0,,7.5,0,,146,7.4,111.0,40,7.7,46,7.0,20,7.5,0,,7.4,49,7.3,31,7.0,57,7.3
40,9,5,32,0,1,2,5,19,46,49,27,73,8.0,53,7.2,27,7.5,1,9.0,35.0,17,7.8,10,6.7,5,8.1,1,9.0,7.5,0,,186,7.6,121.0,54,8.0,42,7.2,22,7.4,0,,7.6,62,7.5,24,7.0,60,7.5
40,11,8,20,2,3,8,7,27,43,22,12,47,7.3,51,6.6,26,6.8,0,,24.0,11,7.8,7,7.2,3,7.7,0,,7.5,0,,152,7.0,101.0,33,7.1,43,6.5,23,6.7,0,,6.8,51,6.8,23,6.7,55,6.9
40,8,6,19,2,2,8,17,40,41,19,7,53,6.7,51,6.3,23,6.7,1,10.0,23.0,11,6.7,6,6.4,3,7.3,0,,6.8,0,,161,6.6,109.0,40,6.6,44,6.2,20,6.7,1,10.0,6.5,56,6.7,26,6.3,59,6.5
40,7,10,18,1,2,7,22,32,30,15,3,43,6.5,48,6.3,24,6.4,0,,25.0,8,6.4,9,6.6,6,8.4,0,,6.8,0,,140,6.4,92.0,33,6.4,39,6.2,18,5.9,0,,6.2,45,6.0,21,6.4,50,6.6
40,5,19,19,7,7,14,20,40,35,32,3,61,6.2,61,6.1,35,6.7,0,,27.0,11,5.9,5,5.5,8,8.1,0,,6.5,0,,196,6.3,138.0,47,6.3,56,6.2,27,6.3,0,,6.2,59,6.5,25,6.5,77,6.3
40,3,3,79,2,1,1,7,14,36,76,50,107,8.8,73,7.9,32,7.2,1,8.0,53.0,25,9.2,16,8.1,7,6.0,1,8.0,8.5,0,,269,8.3,166.0,78,8.7,57,7.9,25,7.5,0,,8.2,77,7.9,31,7.7,94,8.3
40,6,6,26,2,1,2,6,20,46,46,19,55,7.9,54,7.4,27,6.8,1,7.0,27.0,11,8.0,8,7.8,5,7.2,0,,7.8,0,,174,7.5,115.0,41,7.8,46,7.3,22,6.7,1,7.0,7.3,58,7.4,26,7.4,62,7.3
40,2,6,18,5,3,4,13,42,64,31,12,74,6.8,55,6.9,28,7.0,1,7.0,30.0,12,6.9,10,7.5,5,8.0,0,,7.4,0,,198,6.9,133.0,59,6.8,45,6.8,23,6.7,1,7.0,6.8,62,7.1,29,6.9,71,6.6
40,1,9,29,6,6,8,30,48,81,38,11,101,7.2,77,6.6,37,6.4,1,10.0,40.0,18,7.4,11,6.6,7,6.7,0,,6.9,0,,266,6.8,184.0,79,7.2,66,6.6,30,6.3,1,10.0,6.8,74,6.7,33,6.8,109,6.8
40,4,10,60,2,1,1,12,20,63,72,28,93,8.3,85,7.5,39,7.5,1,9.0,34.0,14,8.7,11,7.4,5,6.8,1,9.0,8.0,0,,269,7.8,194.0,76,8.2,74,7.5,34,7.5,0,,7.8,81,7.6,32,7.2,96,7.7
41,15,7,61,1,2,4,4,13,36,46,43,66,8.4,57,7.7,30,7.8,3,9.3,34.0,14,8.4,9,7.4,5,7.9,0,,7.9,0,,217,8.1,131.0,49,8.3,47,7.8,25,7.7,3,9.3,8.0,54,8.1,29,7.4,73,7.8
41,16,5,98,2,4,9,11,25,39,28,11,50,7.0,54,6.8,27,7.2,2,10.0,22.0,5,6.1,11,7.3,4,5.2,0,,6.8,0,,232,7.2,116.0,43,7.1,42,6.8,23,7.3,2,10.0,7.1,49,7.2,25,6.7,65,6.9
41,18,10,17,3,2,6,18,26,30,16,2,43,6.3,45,6.3,23,6.8,1,10.0,19.0,4,5.2,9,6.4,4,6.0,0,,6.3,0,,130,6.4,94.0,37,6.2,35,6.3,19,6.7,1,10.0,6.3,38,6.7,20,6.7,59,6.3
41,19,7,11,1,4,6,7,18,40,11,5,42,6.7,35,6.3,16,7.1,0,,22.0,9,5.0,8,7.1,3,6.0,0,,6.3,0,,110,6.5,72.0,31,7.0,26,6.1,13,7.0,0,,6.7,36,6.8,22,6.9,47,6.5
41,13,13,21,5,2,3,14,29,47,16,6,45,7.3,53,6.1,30,6.3,1,7.0,28.0,8,7.9,10,7.2,7,8.1,0,,7.5,0,,156,6.6,105.0,35,7.2,42,5.9,22,6.0,1,7.0,6.4,43,6.9,25,6.8,67,6.3
41,17,12,12,5,8,19,22,18,19,7,3,38,5.4,40,5.1,21,6.1,1,10.0,19.0,4,4.0,8,5.5,5,6.2,0,,5.2,0,,125,5.5,84.0,32,5.6,31,5.2,16,6.0,1,10.0,5.6,32,5.5,22,5.6,54,5.6
41,14,12,14,2,10,11,28,28,22,11,2,42,6.1,41,5.7,24,6.6,0,,21.0,6,6.6,7,6.0,4,6.2,0,,6.2,0,,140,5.7,90.0,34,6.0,33,5.5,19,6.4,0,,5.8,35,6.0,23,5.4,55,5.9
41,20,14,18,3,2,8,10,28,26,17,5,42,6.7,40,5.5,18,6.3,1,7.0,19.0,3,7.7,9,5.3,3,5.0,1,7.0,5.9,0,,131,6.2,85.0,37,6.6,30,5.6,14,6.3,0,,6.1,36,6.2,24,6.1,50,6.0
41,10,6,48,3,3,5,6,21,35,56,18,76,7.8,49,7.3,28,7.5,2,9.0,42.0,22,8.3,13,7.3,3,8.3,0,,7.9,0,,201,7.6,119.0,52,7.7,35,7.2,25,7.4,2,9.0,7.4,62,7.5,30,7.2,69,7.6
41,12,9,68,0,3,1,5,10,27,53,40,72,8.6,62,8.2,33,7.8,3,8.7,32.0,11,9.1,12,8.2,5,8.2,0,,8.4,0,,216,8.3,148.0,59,8.6,49,8.1,28,7.7,3,8.7,8.2,58,8.4,29,7.9,89,8.0
41,9,9,71,6,3,2,4,14,26,53,44,71,8.3,62,7.5,35,7.8,3,10.0,45.0,20,8.7,13,8.5,7,8.8,0,,8.7,0,,232,8.1,133.0,48,8.2,48,7.2,28,7.5,3,10.0,7.7,60,7.8,34,7.5,88,7.9
41,5,9,18,1,0,3,8,21,48,29,14,48,7.6,47,7.0,23,6.8,2,9.0,27.0,9,7.7,12,7.3,3,7.7,0,,7.4,0,,151,7.2,98.0,37,7.5,34,6.9,20,6.7,2,9.0,7.1,46,7.2,28,6.9,55,7.2
41,11,17,21,5,5,13,20,34,29,15,4,52,6.1,53,5.9,25,7.0,2,7.0,29.0,12,6.2,11,7.2,3,8.3,0,,6.8,0,,163,6.0,108.0,38,6.0,41,5.7,22,6.8,2,7.0,6.0,51,6.6,30,6.0,57,5.8
41,7,5,56,1,0,6,11,9,36,55,37,79,8.2,52,7.8,32,7.5,2,8.5,39.0,16,8.9,12,7.6,5,7.4,1,7.0,8.1,0,,216,7.9,133.0,60,8.0,39,7.8,27,7.5,1,10.0,7.9,59,8.0,27,7.6,78,7.8
41,8,3,15,3,5,6,17,33,33,17,5,49,6.5,39,6.5,22,7.1,1,7.0,25.0,7,7.1,12,6.7,3,7.7,0,,6.7,0,,137,6.6,89.0,40,6.3,26,6.4,18,6.9,1,7.0,6.4,40,6.5,28,6.7,52,6.4
41,6,6,35,2,3,5,11,24,40,37,17,61,7.9,51,7.2,25,7.1,1,10.0,27.0,7,7.2,13,7.5,3,8.3,0,,7.5,0,,180,7.4,116.0,52,8.0,37,7.1,22,6.9,1,10.0,7.5,54,7.9,30,7.1,58,7.1
41,4,222,66,30,18,17,28,32,24,12,5,155,3.3,112,4.2,56,3.6,9,3.0,67.0,35,3.0,19,3.2,5,3.1,3,1.0,3.0,0,,454,3.6,285.0,118,3.3,91,4.3,51,3.7,6,3.9,3.8,104,3.9,36,4.7,170,3.7
41,2,18,32,4,4,5,12,26,47,44,18,68,7.0,65,6.9,33,7.2,0,,41.0,15,7.0,16,7.6,5,8.3,0,,7.6,0,,210,7.0,133.0,51,6.9,48,6.8,28,7.0,0,,6.9,66,7.2,36,6.9,76,6.9
41,3,4,40,5,2,1,12,20,34,52,19,56,7.9,60,7.6,28,7.5,2,9.5,34.0,7,7.3,17,8.3,5,8.9,0,,8.1,0,,189,7.7,122.0,47,8.0,42,7.4,23,7.1,2,9.5,7.6,54,7.7,30,7.5,68,7.8
41,1,19,21,5,9,7,22,43,43,31,9,62,6.6,62,6.2,36,6.5,3,5.3,37.0,14,6.1,11,7.4,7,8.4,0,,6.9,0,,209,6.4,133.0,46,6.6,50,6.1,28,6.2,3,5.3,6.3,57,6.7,31,6.9,71,6.0
36,22,12,87,1,0,4,5,4,18,38,52,94,9.0,77,8.2,23,7.3,0,,65.0,33,9.4,23,8.7,6,7.3,0,,9.1,0,,221,8.4,132.0,60,8.9,53,8.0,17,7.3,0,,8.3,77,8.9,37,7.3,85,7.9
34,21,11,58,2,2,0,0,4,11,38,37,58,9.0,72,8.4,16,6.2,0,,44.0,22,9.1,17,8.8,5,6.5,0,,8.8,0,,163,8.3,102.0,35,8.9,55,8.2,11,6.1,0,,8.2,60,8.5,30,7.3,65,7.9
34,1,8,23,5,7,9,19,19,9,9,4,41,6.7,43,5.3,13,6.3,0,,28.0,16,7.3,8,5.9,4,6.8,0,,6.7,0,,112,5.9,68.0,24,6.7,34,5.1,9,5.9,0,,5.7,37,5.4,21,6.0,54,6.2
34,22,6,27,0,1,0,5,8,23,29,22,37,8.4,55,7.6,18,7.0,0,,25.0,10,8.1,10,7.3,5,5.5,0,,7.3,0,,121,7.8,83.0,26,8.3,44,7.5,13,7.3,0,,7.8,45,7.7,36,7.4,57,7.6
36,13,7,23,0,0,2,5,8,37,27,19,52,7.9,46,7.5,16,6.7,0,,37.0,20,8.1,12,8.2,5,5.3,0,,7.8,0,,128,7.5,77.0,31,7.8,33,7.3,11,7.2,0,,7.5,41,7.7,39,7.2,63,7.3
32,17,12,56,2,0,1,5,6,14,23,5,42,8.6,46,7.4,14,6.8,0,,37.0,20,8.4,13,7.8,4,4.5,0,,7.7,0,,124,7.6,65.0,21,8.8,33,7.2,10,7.8,0,,7.7,38,7.6,23,7.1,59,7.7
32,20,6,25,2,1,4,2,6,11,17,2,28,8.4,29,6.9,10,6.2,0,,18.0,10,9.1,5,7.0,3,5.7,0,,7.9,0,,76,7.3,48.0,17,8.1,23,6.9,7,6.6,0,,7.1,30,7.9,18,6.8,32,6.5
32,18,5,24,1,0,1,3,11,14,16,4,26,8.0,33,7.1,9,6.5,0,,18.0,7,8.6,8,6.9,3,6.0,0,,7.5,0,,79,7.5,50.0,18,7.9,24,7.4,6,6.8,0,,7.5,33,7.5,21,7.0,31,7.1
32,16,5,47,2,1,0,4,8,9,23,30,34,9.0,54,8.1,21,7.1,0,,25.0,8,9.2,8,7.8,9,6.5,0,,8.1,0,,129,8.2,85.0,25,9.0,46,8.2,12,7.2,0,,8.2,23,7.9,27,7.1,77,8.3
32,19,3,14,0,0,0,1,5,6,14,5,19,7.8,13,7.9,9,6.8,0,,11.0,7,7.6,1,8.0,3,5.7,0,,7.2,0,,48,7.9,29.0,11,7.9,12,7.9,6,7.4,0,,7.8,12,7.2,16,7.6,23,7.8
31,19,8,16,1,2,2,1,9,10,8,1,19,6.4,21,5.9,11,6.4,0,,15.0,6,7.8,6,7.9,3,7.0,0,,7.8,0,,58,6.7,36.0,12,6.3,15,5.1,8,6.2,0,,5.9,19,6.1,13,7.2,27,6.4
31,16,8,15,0,1,4,4,9,9,4,4,15,6.1,27,6.5,11,6.6,0,,10.0,4,9.2,3,7.0,3,9.0,0,,7.8,0,,58,6.6,43.0,10,5.8,24,6.5,8,5.9,0,,6.1,19,6.4,14,6.6,31,6.4
31,18,8,13,1,0,0,5,9,10,8,7,16,6.7,21,6.7,15,6.4,0,,14.0,6,7.8,5,6.8,3,5.7,0,,7.1,0,,61,6.8,38.0,9,6.1,16,6.5,12,6.7,0,,6.5,17,6.4,17,7.1,29,6.6
31,17,5,12,2,1,4,5,14,10,8,1,20,6.0,23,6.5,13,5.6,0,,20.0,10,7.8,7,6.7,3,6.3,0,,7.1,0,,62,6.5,36.0,9,4.8,16,6.4,10,5.4,0,,5.7,18,5.4,18,6.4,34,6.2
31,14,3,7,0,0,1,9,11,11,2,1,12,6.5,18,6.0,10,6.9,0,,15.0,5,7.3,6,6.0,4,8.2,0,,7.2,0,,45,6.4,25.0,6,6.2,12,5.9,6,5.8,0,,5.9,13,5.9,16,6.4,22,6.9
31,15,5,4,3,1,1,7,8,6,3,5,15,5.7,14,5.5,10,6.2,0,,13.0,5,5.6,6,6.6,2,9.5,0,,6.9,0,,43,5.9,26.0,9,5.8,8,4.4,8,5.3,0,,5.3,12,5.1,18,5.8,22,6.0
31,12,2,18,1,1,2,6,1,12,14,2,14,7.8,25,6.8,13,8.1,0,,17.0,4,8.5,8,7.0,5,8.5,0,,7.8,0,,59,7.5,34.0,9,7.6,16,6.6,8,7.8,0,,7.2,14,6.3,19,7.0,35,7.7
31,9,7,15,2,2,4,3,7,15,8,10,17,7.1,28,6.3,19,7.0,0,,18.0,6,7.7,7,6.9,5,7.2,0,,7.4,0,,73,6.8,45.0,10,7.4,20,5.9,14,7.0,0,,6.6,15,5.6,25,5.6,45,7.5
31,7,25,21,3,2,1,9,9,7,2,1,18,5.3,36,3.7,16,4.3,0,,22.0,9,7.9,8,3.4,5,5.9,0,,5.6,0,,80,5.3,49.0,8,3.8,28,3.8,11,3.9,0,,3.7,32,3.1,18,5.2,34,5.0
31,13,6,43,1,1,0,4,6,16,16,10,36,8.5,42,7.9,13,7.4,0,,34.0,20,9.2,10,8.4,4,6.8,0,,8.8,0,,103,8.0,58.0,15,7.6,32,7.7,9,7.5,0,,7.5,35,7.8,27,7.2,47,8.2
31,11,3,12,2,1,3,7,7,8,4,3,14,7.1,18,6.7,13,6.0,0,,19.0,8,7.8,6,6.6,4,6.8,0,,7.2,0,,50,6.7,27.0,5,6.8,12,6.7,9,6.0,0,,6.3,11,5.7,22,6.7,30,6.8
31,10,4,16,0,3,2,10,9,10,4,6,20,7.4,27,6.2,10,6.3,0,,19.0,9,6.9,7,6.0,3,6.0,0,,6.6,0,,64,6.9,39.0,10,7.9,19,6.4,7,6.3,0,,6.7,22,6.7,23,6.2,31,6.3
31,8,4,8,1,3,1,2,9,18,5,2,16,7.1,17,6.1,13,6.1,0,,15.0,6,6.8,5,6.5,4,6.0,0,,6.7,0,,53,6.5,31.0,9,7.1,12,5.8,9,6.0,0,,6.2,16,6.3,18,6.8,25,6.3
31,5,3,6,0,3,4,3,10,10,6,1,11,7.0,15,5.6,12,6.4,0,,11.0,5,5.9,3,6.7,3,5.3,0,,6.1,0,,46,6.3,27.0,5,7.8,12,5.3,9,6.6,0,,6.2,11,6.4,20,5.8,23,6.4
31,6,3,9,1,3,2,5,10,6,3,1,12,6.4,17,6.1,8,5.7,0,,13.0,4,8.0,7,6.2,2,7.5,0,,6.8,0,,43,6.3,24.0,7,6.4,10,5.9,6,5.2,0,,5.8,15,6.7,20,5.8,17,5.8
31,2,10,6,3,3,4,6,4,5,3,0,10,5.0,18,5.0,8,4.8,0,,11.0,6,6.1,3,6.0,2,7.0,0,,6.3,0,,44,4.9,27.0,3,4.3,15,4.7,6,4.1,0,,4.2,11,5.0,19,5.0,21,4.8
31,3,3,7,0,2,4,1,11,9,2,5,15,7.3,17,5.1,9,7.5,0,,18.0,10,8.4,5,5.5,3,7.3,0,,7.4,0,,44,6.6,23.0,4,4.5,12,4.9,6,7.4,0,,5.8,15,6.6,19,6.4,22,6.1
31,4,3,4,3,2,3,7,5,5,1,0,10,5.8,11,4.0,8,5.8,0,,10.0,4,7.8,4,5.0,2,7.5,0,,6.2,0,,33,5.3,19.0,5,5.2,7,3.4,6,5.3,0,,4.6,9,4.5,15,5.8,15,5.4
31,1,7,15,6,2,2,5,17,11,6,3,15,7.3,32,6.1,18,3.9,0,,17.0,5,8.2,7,5.9,5,3.8,0,,5.9,0,,74,6.2,49.0,9,7.1,25,6.1,13,4.0,0,,5.7,17,6.7,22,6.7,43,5.1
32,14,5,20,1,1,1,8,4,10,16,6,22,7.9,27,7.6,15,6.7,0,,12.0,6,8.7,2,9.0,4,6.8,0,,7.6,0,,72,7.4,52.0,15,8.0,25,7.6,11,7.0,0,,7.5,17,7.5,22,6.8,43,7.4
32,12,6,19,0,0,1,2,7,17,18,3,19,8.0,35,7.8,12,6.7,0,,22.0,9,8.2,9,7.8,3,6.0,0,,7.9,0,,73,7.4,45.0,9,7.9,26,7.8,9,7.0,0,,7.5,23,7.6,22,7.5,38,7.4
32,15,4,12,1,0,1,3,2,21,10,2,15,7.8,20,6.9,12,6.8,0,,10.0,4,8.8,3,7.3,3,5.7,0,,7.4,0,,56,7.2,37.0,10,7.7,17,6.8,9,7.2,0,,7.0,16,7.0,19,7.1,27,7.0
32,13,1,7,1,2,1,7,8,11,5,0,13,7.1,17,6.3,8,6.8,0,,10.0,3,7.3,3,7.3,4,7.8,0,,8.0,0,,43,6.6,27.0,9,7.1,14,5.9,4,6.2,0,,6.3,9,6.8,16,6.6,24,6.6
32,10,6,33,0,1,2,6,6,12,19,6,27,8.5,28,7.5,19,6.5,0,,29.0,15,8.7,9,8.3,5,6.2,0,,8.1,0,,91,7.7,45.0,11,8.2,19,7.2,14,6.6,0,,7.3,21,8.1,20,6.8,48,7.4
32,11,5,21,1,1,4,1,4,11,16,3,23,8.3,28,7.1,11,6.4,0,,24.0,11,8.5,10,7.3,3,5.7,0,,7.6,0,,67,7.4,38.0,11,8.3,18,7.0,8,6.7,0,,7.2,21,7.4,18,7.0,37,7.2
32,8,5,13,1,0,4,2,7,13,3,3,12,6.6,22,6.7,12,6.2,0,,11.0,5,7.9,2,7.5,4,4.5,0,,6.9,0,,51,6.8,33.0,6,6.6,19,6.5,8,6.7,0,,6.6,14,6.6,17,6.8,28,6.8
32,9,11,96,2,0,0,1,7,11,33,35,58,9.1,79,8.5,24,7.9,1,10.0,54.0,22,8.5,23,9.0,9,7.2,0,,8.6,0,,196,8.6,108.0,35,9.1,55,8.3,15,8.2,1,10.0,8.6,50,8.5,30,7.4,99,8.5
32,7,3,19,1,0,4,5,8,9,9,6,24,7.6,16,7.1,13,7.2,0,,15.0,8,8.7,2,9.0,5,4.8,0,,7.2,0,,64,7.4,38.0,15,7.1,14,7.0,8,8.3,0,,7.2,18,7.2,20,6.4,31,7.3
32,6,2,4,3,2,2,3,14,10,1,0,9,5.4,18,5.8,9,5.7,0,,10.0,4,7.0,3,7.3,3,6.0,0,,6.1,0,,41,5.8,25.0,4,6.0,15,5.7,6,5.8,0,,5.8,8,6.0,17,6.4,24,5.6
